Algorithm,Log Source,Log,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IOR,400,200.0,[np.float64(449.5)],[499],1.0,49.5,00:00:00,0.22800989999814192,0.00022800989999814192
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR_2,400,40.0,[np.float64(1479.7781132075472)],"[999, 1999]",,,00:00:06,6.936015100000077,0.00231277595865291
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR_2,400,80.0,[np.float64(1479.7781132075472)],"[999, 1999]",,,00:00:06,6.936015100000077,0.00231277595865291
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR_2,400,120.0,[np.float64(1479.7781132075472)],"[999, 1999]",,,00:00:06,6.936015100000077,0.00231277595865291
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR_2,400,160.0,[np.float64(1479.7781132075472)],"[999, 1999]",,,00:00:06,6.936015100000077,0.00231277595865291
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR_2,400,200.0,[np.float64(1479.7781132075472)],"[999, 1999]",,,00:00:06,6.936015100000077,0.00231277595865291
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,700,70.0,[],[499],,,00:00:00,0.18263149999984307,0.00018263149999984306
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,700,140.0,[],[499],,,00:00:00,0.18263149999984307,0.00018263149999984306
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,700,210.0,[],[499],,,00:00:00,0.18263149999984307,0.00018263149999984306
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,700,280.0,[],[499],,,00:00:00,0.18263149999984307,0.00018263149999984306
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,700,350.0,[],[499],,,00:00:00,0.18263149999984307,0.00018263149999984306
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_rp,500,50.0,[],[499],,,00:00:00,0.2384955000015907,0.0002384955000015907
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_rp,500,100.0,[],[499],,,00:00:00,0.2384955000015907,0.0002384955000015907
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_rp,500,150.0,[],[499],,,00:00:00,0.2384955000015907,0.0002384955000015907
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_rp,500,200.0,[],[499],,,00:00:00,0.2384955000015907,0.0002384955000015907
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_rp,500,250.0,[],[499],,,00:00:00,0.2384955000015907,0.0002384955000015907
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency_2,400,40.0,[np.float64(1517.1247379454926)],"[999, 1999]",,,00:00:03,3.35725679999814,0.0011194587529170191
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency_2,400,80.0,[np.float64(1517.1247379454926)],"[999, 1999]",,,00:00:03,3.35725679999814,0.0011194587529170191
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency_2,400,120.0,[np.float64(1517.1247379454926)],"[999, 1999]",,,00:00:03,3.35725679999814,0.0011194587529170191
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency_2,400,160.0,[np.float64(1517.1247379454926)],"[999, 1999]",,,00:00:03,3.35725679999814,0.0011194587529170191
Zheng DBSCAN,Ostovar,Atomic_Frequency_output_Frequency_2,400,200.0,[np.float64(1517.1247379454926)],"[999, 1999]",,,00:00:03,3.35725679999814,0.0011194587529170191
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,500,50.0,[],[499],,,00:00:00,0.24089829999866197,0.00024089829999866198
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,500,100.0,[],[499],,,00:00:00,0.24089829999866197,0.00024089829999866198
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,500,150.0,[],[499],,,00:00:00,0.24089829999866197,0.00024089829999866198
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,500,200.0,[],[499],,,00:00:00,0.24089829999866197,0.00024089829999866198
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,500,250.0,[],[499],,,00:00:00,0.24089829999866197,0.00024089829999866198
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pm,300,30.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.20435749999887776,0.00020435749999887776
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pm,300,60.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.20435749999887776,0.00020435749999887776
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pm,300,90.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.20435749999887776,0.00020435749999887776
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pm,300,120.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.20435749999887776,0.00020435749999887776
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pm,300,150.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.20435749999887776,0.00020435749999887776
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,700,70.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.572725300000457,0.0015247500166723764
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,700,140.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.572725300000457,0.0015247500166723764
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,700,210.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.572725300000457,0.0015247500166723764
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,700,280.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.572725300000457,0.0015247500166723764
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,700,350.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.572725300000457,0.0015247500166723764
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_re,700,70.0,[],[499],,,00:00:00,0.18395370000143885,0.00018395370000143886
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_re,700,140.0,[],[499],,,00:00:00,0.18395370000143885,0.00018395370000143886
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_re,700,210.0,[],[499],,,00:00:00,0.18395370000143885,0.00018395370000143886
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_re,700,280.0,[],[499],,,00:00:00,0.18395370000143885,0.00018395370000143886
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_re,700,350.0,[],[499],,,00:00:00,0.18395370000143885,0.00018395370000143886
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_5,500,50.0,[np.float64(1513.5210494203782)],"[999, 1999]",,,00:00:06,6.844594199999847,0.0022822921640546336
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_5,500,100.0,[np.float64(1513.5210494203782)],"[999, 1999]",,,00:00:06,6.844594199999847,0.0022822921640546336
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_5,500,150.0,[np.float64(1513.5210494203782)],"[999, 1999]",,,00:00:06,6.844594199999847,0.0022822921640546336
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_5,500,200.0,[np.float64(1513.5210494203782)],"[999, 1999]",,,00:00:06,6.844594199999847,0.0022822921640546336
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove_5,500,250.0,[np.float64(1513.5210494203782)],"[999, 1999]",,,00:00:06,6.844594199999847,0.0022822921640546336
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_OIR,500,50.0,[],[499],,,00:00:00,0.21195109999825945,0.00021195109999825945
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_OIR,500,100.0,[],[499],,,00:00:00,0.21195109999825945,0.00021195109999825945
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_OIR,500,150.0,[],[499],,,00:00:00,0.21195109999825945,0.00021195109999825945
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_OIR,500,200.0,[],[499],,,00:00:00,0.21195109999825945,0.00021195109999825945
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_OIR,500,250.0,[],[499],,,00:00:00,0.21195109999825945,0.00021195109999825945
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pl,400,40.0,[],[499],,,00:00:00,0.15885130000242498,0.00015885130000242498
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pl,400,80.0,[],[499],,,00:00:00,0.15885130000242498,0.00015885130000242498
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pl,400,120.0,[],[499],,,00:00:00,0.15885130000242498,0.00015885130000242498
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pl,400,160.0,[],[499],,,00:00:00,0.15885130000242498,0.00015885130000242498
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pl,400,200.0,[],[499],,,00:00:00,0.15885130000242498,0.00015885130000242498
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,700,70.0,[],[499],,,00:00:00,0.19612740000229678,0.0001961274000022968
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,700,140.0,[],[499],,,00:00:00,0.19612740000229678,0.0001961274000022968
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,700,210.0,[],[499],,,00:00:00,0.19612740000229678,0.0001961274000022968
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,700,280.0,[],[499],,,00:00:00,0.19612740000229678,0.0001961274000022968
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,700,350.0,[],[499],,,00:00:00,0.19612740000229678,0.0001961274000022968
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,600,60.0,[np.float64(1514.5327169274537)],"[999, 1999]",,,00:00:05,5.7560277999982645,0.0019193157052344997
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,600,120.0,[np.float64(1514.5327169274537)],"[999, 1999]",,,00:00:05,5.7560277999982645,0.0019193157052344997
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,600,180.0,[np.float64(1514.5327169274537)],"[999, 1999]",,,00:00:05,5.7560277999982645,0.0019193157052344997
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,600,240.0,[np.float64(1514.5327169274537)],"[999, 1999]",,,00:00:05,5.7560277999982645,0.0019193157052344997
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,600,300.0,[np.float64(1514.5327169274537)],"[999, 1999]",,,00:00:05,5.7560277999982645,0.0019193157052344997
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,600,60.0,[np.float64(1509.1262975778548)],"[999, 1999]",,,00:00:08,8.558093100000406,0.0028536489163055703
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,600,120.0,[np.float64(1509.1262975778548)],"[999, 1999]",,,00:00:08,8.558093100000406,0.0028536489163055703
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,600,180.0,[np.float64(1509.1262975778548)],"[999, 1999]",,,00:00:08,8.558093100000406,0.0028536489163055703
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,600,240.0,[np.float64(1509.1262975778548)],"[999, 1999]",,,00:00:08,8.558093100000406,0.0028536489163055703
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,600,300.0,[np.float64(1509.1262975778548)],"[999, 1999]",,,00:00:08,8.558093100000406,0.0028536489163055703
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,500,50.0,[np.float64(1504.8768303186907)],"[999, 1999]",,,00:00:05,5.700416399999085,0.0019007723907966273
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,500,100.0,[np.float64(1504.8768303186907)],"[999, 1999]",,,00:00:05,5.700416399999085,0.0019007723907966273
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,500,150.0,[np.float64(1504.8768303186907)],"[999, 1999]",,,00:00:05,5.700416399999085,0.0019007723907966273
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,500,200.0,[np.float64(1504.8768303186907)],"[999, 1999]",,,00:00:05,5.700416399999085,0.0019007723907966273
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,500,250.0,[np.float64(1504.8768303186907)],"[999, 1999]",,,00:00:05,5.700416399999085,0.0019007723907966273
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,600,60.0,[],[499],,,00:00:00,0.200560500001302,0.000200560500001302
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,600,120.0,[],[499],,,00:00:00,0.200560500001302,0.000200560500001302
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,600,180.0,[],[499],,,00:00:00,0.200560500001302,0.000200560500001302
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,600,240.0,[],[499],,,00:00:00,0.200560500001302,0.000200560500001302
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,600,300.0,[],[499],,,00:00:00,0.200560500001302,0.000200560500001302
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cp,300,30.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.19953809999788064,0.00019953809999788064
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cp,300,60.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.19953809999788064,0.00019953809999788064
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cp,300,90.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.19953809999788064,0.00019953809999788064
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cp,300,120.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.19953809999788064,0.00019953809999788064
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cp,300,150.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.19953809999788064,0.00019953809999788064
Zheng DBSCAN,Bose,bose_log,700,70.0,"[np.float64(1220.888888888889), np.float64(1406.25), np.float64(1781.0), np.float64(1882.0), np.float64(2071.75), np.float64(2231.0), np.float64(2979.0), np.float64(3112.6), np.float64(3644.0), np.float64(3995.6), np.float64(4129.0), np.float64(4245.5), np.float64(4808.5), np.float64(5036.0), np.float64(5266.142857142857), np.float64(5461.0), np.float64(5634.0)]","[1199, 2399, 3599, 4799]",0.38095238095238093,61.09722222222223,00:00:01,1.1601129999980913,0.00019335216666634854
Zheng DBSCAN,Bose,bose_log,700,140.0,"[np.float64(1277.923076923077), np.float64(1971.4444444444443), np.float64(3090.3333333333335), np.float64(3644.0), np.float64(4089.5454545454545), np.float64(4808.5), np.float64(5036.0), np.float64(5290.5), np.float64(5634.0)]","[1199, 2399, 3599, 4799]",0.46153846153846156,44.47435897435897,00:00:01,1.1601129999980913,0.00019335216666634854
Zheng DBSCAN,Bose,bose_log,700,210.0,"[np.float64(1277.923076923077), np.float64(1971.4444444444443), np.float64(3090.3333333333335), np.float64(3901.9473684210525), np.float64(5159.142857142857)]","[1199, 2399, 3599, 4799]",0.22222222222222224,78.9230769230769,00:00:01,1.1601129999980913,0.00019335216666634854
Zheng DBSCAN,Bose,bose_log,700,280.0,"[np.float64(1277.923076923077), np.float64(1971.4444444444443), np.float64(3090.3333333333335), np.float64(3901.9473684210525), np.float64(5159.142857142857)]","[1199, 2399, 3599, 4799]",0.22222222222222224,78.9230769230769,00:00:01,1.1601129999980913,0.00019335216666634854
Zheng DBSCAN,Bose,bose_log,700,350.0,"[np.float64(1561.6363636363637), np.float64(3090.3333333333335), np.float64(3901.9473684210525), np.float64(5159.142857142857)]","[1199, 2399, 3599, 4799]",,,00:00:01,1.1601129999980913,0.00019335216666634854
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,700,70.0,[],[499],,,00:00:00,0.20951680000143824,0.00020951680000143825
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,700,140.0,[],[499],,,00:00:00,0.20951680000143824,0.00020951680000143825
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,700,210.0,[],[499],,,00:00:00,0.20951680000143824,0.00020951680000143825
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,700,280.0,[],[499],,,00:00:00,0.20951680000143824,0.00020951680000143825
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,700,350.0,[],[499],,,00:00:00,0.20951680000143824,0.00020951680000143825
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,500,50.0,[],[499],,,00:00:00,0.20210579999911715,0.00020210579999911714
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,500,100.0,[],[499],,,00:00:00,0.20210579999911715,0.00020210579999911714
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,500,150.0,[],[499],,,00:00:00,0.20210579999911715,0.00020210579999911714
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,500,200.0,[],[499],,,00:00:00,0.20210579999911715,0.00020210579999911714
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,500,250.0,[],[499],,,00:00:00,0.20210579999911715,0.00020210579999911714
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,500,50.0,[np.float64(1479.520706455542)],"[999, 1999]",,,00:00:06,6.871783899998263,0.0022913584194725785
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,500,100.0,[np.float64(1479.520706455542)],"[999, 1999]",,,00:00:06,6.871783899998263,0.0022913584194725785
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,500,150.0,[np.float64(1479.520706455542)],"[999, 1999]",,,00:00:06,6.871783899998263,0.0022913584194725785
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,500,200.0,[np.float64(1479.520706455542)],"[999, 1999]",,,00:00:06,6.871783899998263,0.0022913584194725785
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,500,250.0,[np.float64(1479.520706455542)],"[999, 1999]",,,00:00:06,6.871783899998263,0.0022913584194725785
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,800,80.0,[],[499],,,00:00:00,0.15344729999924311,0.0001534472999992431
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,800,160.0,[],[499],,,00:00:00,0.15344729999924311,0.0001534472999992431
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,800,240.0,[],[499],,,00:00:00,0.15344729999924311,0.0001534472999992431
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,800,320.0,[],[499],,,00:00:00,0.15344729999924311,0.0001534472999992431
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_pl,800,400.0,[],[499],,,00:00:00,0.15344729999924311,0.0001534472999992431
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,700,70.0,[np.float64(1491.4840032813781)],"[999, 1999]",,,00:00:07,7.314942699998937,0.002439127275758232
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,700,140.0,[np.float64(1491.4840032813781)],"[999, 1999]",,,00:00:07,7.314942699998937,0.002439127275758232
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,700,210.0,[np.float64(1491.4840032813781)],"[999, 1999]",,,00:00:07,7.314942699998937,0.002439127275758232
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,700,280.0,[np.float64(1491.4840032813781)],"[999, 1999]",,,00:00:07,7.314942699998937,0.002439127275758232
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,700,350.0,[np.float64(1491.4840032813781)],"[999, 1999]",,,00:00:07,7.314942699998937,0.002439127275758232
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,600,60.0,[],[499],,,00:00:00,0.187427500000922,0.000187427500000922
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,600,120.0,[],[499],,,00:00:00,0.187427500000922,0.000187427500000922
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,600,180.0,[],[499],,,00:00:00,0.187427500000922,0.000187427500000922
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,600,240.0,[],[499],,,00:00:00,0.187427500000922,0.000187427500000922
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,600,300.0,[],[499],,,00:00:00,0.187427500000922,0.000187427500000922
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR,700,70.0,"[np.float64(935.5), np.float64(1935.25)]","[999, 1999]",1.0,63.625,00:00:05,5.788575400001719,0.00193016852284152
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR,700,140.0,"[np.float64(935.5), np.float64(1935.25)]","[999, 1999]",1.0,63.625,00:00:05,5.788575400001719,0.00193016852284152
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR,700,210.0,"[np.float64(935.5), np.float64(1935.25)]","[999, 1999]",1.0,63.625,00:00:05,5.788575400001719,0.00193016852284152
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR,700,280.0,"[np.float64(935.5), np.float64(1935.25)]","[999, 1999]",1.0,63.625,00:00:05,5.788575400001719,0.00193016852284152
Zheng DBSCAN,Ostovar,Nested_OIR_output_OIR,700,350.0,"[np.float64(935.5), np.float64(1935.25)]","[999, 1999]",1.0,63.625,00:00:05,5.788575400001719,0.00193016852284152
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cp,400,40.0,[np.float64(449.6666666666667)],[499],1.0,49.333333333333314,00:00:00,0.2062167000003683,0.0002062167000003683
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cp,400,80.0,[np.float64(449.6666666666667)],[499],1.0,49.333333333333314,00:00:00,0.2062167000003683,0.0002062167000003683
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cp,400,120.0,[np.float64(449.6666666666667)],[499],1.0,49.333333333333314,00:00:00,0.2062167000003683,0.0002062167000003683
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cp,400,160.0,[np.float64(449.6666666666667)],[499],1.0,49.333333333333314,00:00:00,0.2062167000003683,0.0002062167000003683
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cp,400,200.0,[np.float64(449.6666666666667)],[499],1.0,49.333333333333314,00:00:00,0.2062167000003683,0.0002062167000003683
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,500,50.0,"[np.float64(929.0), np.float64(1934.8)]","[999, 1999]",1.0,67.10000000000002,00:00:05,5.906455300002563,0.001969474924975846
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,500,100.0,"[np.float64(929.0), np.float64(1934.8)]","[999, 1999]",1.0,67.10000000000002,00:00:05,5.906455300002563,0.001969474924975846
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,500,150.0,"[np.float64(929.0), np.float64(1934.8)]","[999, 1999]",1.0,67.10000000000002,00:00:05,5.906455300002563,0.001969474924975846
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,500,200.0,"[np.float64(929.0), np.float64(1934.8)]","[999, 1999]",1.0,67.10000000000002,00:00:05,5.906455300002563,0.001969474924975846
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI,500,250.0,"[np.float64(929.0), np.float64(1934.8)]","[999, 1999]",1.0,67.10000000000002,00:00:05,5.906455300002563,0.001969474924975846
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,500,50.0,[],[499],,,00:00:00,0.19424240000080317,0.00019424240000080317
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,500,100.0,[],[499],,,00:00:00,0.19424240000080317,0.00019424240000080317
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,500,150.0,[],[499],,,00:00:00,0.19424240000080317,0.00019424240000080317
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,500,200.0,[],[499],,,00:00:00,0.19424240000080317,0.00019424240000080317
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_lp,500,250.0,[],[499],,,00:00:00,0.19424240000080317,0.00019424240000080317
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,400,40.0,[np.float64(1482.6845921450151)],"[999, 1999]",,,00:00:08,8.398876899998868,0.0028005591530506396
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,400,80.0,[np.float64(1482.6845921450151)],"[999, 1999]",,,00:00:08,8.398876899998868,0.0028005591530506396
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,400,120.0,[np.float64(1482.6845921450151)],"[999, 1999]",,,00:00:08,8.398876899998868,0.0028005591530506396
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,400,160.0,[np.float64(1482.6845921450151)],"[999, 1999]",,,00:00:08,8.398876899998868,0.0028005591530506396
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,400,200.0,[np.float64(1482.6845921450151)],"[999, 1999]",,,00:00:08,8.398876899998868,0.0028005591530506396
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,400,40.0,[np.float64(448.6666666666667)],[499],1.0,50.333333333333314,00:00:00,0.21285060000082012,0.00021285060000082013
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,400,80.0,[np.float64(448.6666666666667)],[499],1.0,50.333333333333314,00:00:00,0.21285060000082012,0.00021285060000082013
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,400,120.0,[np.float64(448.6666666666667)],[499],1.0,50.333333333333314,00:00:00,0.21285060000082012,0.00021285060000082013
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,400,160.0,[np.float64(448.6666666666667)],[499],1.0,50.333333333333314,00:00:00,0.21285060000082012,0.00021285060000082013
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_IRO,400,200.0,[np.float64(448.6666666666667)],[499],1.0,50.333333333333314,00:00:00,0.21285060000082012,0.00021285060000082013
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,800,80.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.583223500001623,0.0015282505835283837
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,800,160.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.583223500001623,0.0015282505835283837
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,800,240.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.583223500001623,0.0015282505835283837
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,800,320.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.583223500001623,0.0015282505835283837
Zheng DBSCAN,Ostovar,Atomic_Skip_output_Skip,800,400.0,"[np.float64(919.0), np.float64(1952.0)]","[999, 1999]",1.0,63.5,00:00:04,4.583223500001623,0.0015282505835283837
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_2,600,60.0,[np.float64(1497.9978134110788)],"[999, 1999]",,,00:00:07,7.36117970000123,0.0024545447482498266
