Algorithm,Log Source,Log,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove,700,350.0,"[np.float64(933.0), np.float64(1919.111111111111)]","[999, 1999]",1.0,72.94444444444446,00:00:05,5.873620200000005,0.0019585262420806953
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,300,30.0,[np.float64(1495.7213021130783)],"[999, 1999]",,,00:00:06,6.81755290000001,0.002273275391797269
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,300,60.0,[np.float64(1495.7213021130783)],"[999, 1999]",,,00:00:06,6.81755290000001,0.002273275391797269
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,300,90.0,[np.float64(1495.7213021130783)],"[999, 1999]",,,00:00:06,6.81755290000001,0.002273275391797269
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,300,120.0,[np.float64(1495.7213021130783)],"[999, 1999]",,,00:00:06,6.81755290000001,0.002273275391797269
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,300,150.0,[np.float64(1495.7213021130783)],"[999, 1999]",,,00:00:06,6.81755290000001,0.002273275391797269
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,400,40.0,[np.float64(448.0)],[499],1.0,51.0,00:00:00,0.2117805000016233,0.00021178050000162328
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,400,80.0,[np.float64(448.0)],[499],1.0,51.0,00:00:00,0.2117805000016233,0.00021178050000162328
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,400,120.0,[np.float64(448.0)],[499],1.0,51.0,00:00:00,0.2117805000016233,0.00021178050000162328
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,400,160.0,[np.float64(448.0)],[499],1.0,51.0,00:00:00,0.2117805000016233,0.00021178050000162328
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_OIR,400,200.0,[np.float64(448.0)],[499],1.0,51.0,00:00:00,0.2117805000016233,0.00021178050000162328
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,600,60.0,[np.float64(1503.3337902673063)],"[999, 1999]",,,00:00:06,6.986454600002617,0.002329594731578065
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,600,120.0,[np.float64(1503.3337902673063)],"[999, 1999]",,,00:00:06,6.986454600002617,0.002329594731578065
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,600,180.0,[np.float64(1503.3337902673063)],"[999, 1999]",,,00:00:06,6.986454600002617,0.002329594731578065
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,600,240.0,[np.float64(1503.3337902673063)],"[999, 1999]",,,00:00:06,6.986454600002617,0.002329594731578065
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute_5,600,300.0,[np.float64(1503.3337902673063)],"[999, 1999]",,,00:00:06,6.986454600002617,0.002329594731578065
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cd,700,70.0,[],[499],,,00:00:00,0.2036298999992141,0.0002036298999992141
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cd,700,140.0,[],[499],,,00:00:00,0.2036298999992141,0.0002036298999992141
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cd,700,210.0,[],[499],,,00:00:00,0.2036298999992141,0.0002036298999992141
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cd,700,280.0,[],[499],,,00:00:00,0.2036298999992141,0.0002036298999992141
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cd,700,350.0,[],[499],,,00:00:00,0.2036298999992141,0.0002036298999992141
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,800,80.0,[np.float64(1508.4178743961352)],"[999, 1999]",,,00:00:05,5.714340700000321,0.0019054153717907038
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,800,160.0,[np.float64(1508.4178743961352)],"[999, 1999]",,,00:00:05,5.714340700000321,0.0019054153717907038
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,800,240.0,[np.float64(1508.4178743961352)],"[999, 1999]",,,00:00:05,5.714340700000321,0.0019054153717907038
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,800,320.0,[np.float64(1508.4178743961352)],"[999, 1999]",,,00:00:05,5.714340700000321,0.0019054153717907038
Zheng DBSCAN,Ostovar,Atomic_Loop_output_Loop_5,800,400.0,[np.float64(1508.4178743961352)],"[999, 1999]",,,00:00:05,5.714340700000321,0.0019054153717907038
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cb,300,30.0,[np.float64(451.0)],[499],1.0,48.0,00:00:00,0.21169329999975162,0.00021169329999975162
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cb,300,60.0,[np.float64(451.0)],[499],1.0,48.0,00:00:00,0.21169329999975162,0.00021169329999975162
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cb,300,90.0,[np.float64(451.0)],[499],1.0,48.0,00:00:00,0.21169329999975162,0.00021169329999975162
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cb,300,120.0,[np.float64(451.0)],[499],1.0,48.0,00:00:00,0.21169329999975162,0.00021169329999975162
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_cb,300,150.0,[np.float64(451.0)],[499],1.0,48.0,00:00:00,0.21169329999975162,0.00021169329999975162
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_ROI,600,60.0,[],[499],,,00:00:00,0.23207710000133375,0.00023207710000133376
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_ROI,600,120.0,[],[499],,,00:00:00,0.23207710000133375,0.00023207710000133376
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_ROI,600,180.0,[],[499],,,00:00:00,0.23207710000133375,0.00023207710000133376
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_ROI,600,240.0,[],[499],,,00:00:00,0.23207710000133375,0.00023207710000133376
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_ROI,600,300.0,[],[499],,,00:00:00,0.23207710000133375,0.00023207710000133376
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_5,800,80.0,[np.float64(1481.5590277777778)],"[999, 1999]",,,00:00:07,7.9623100999997405,0.0026549883627875093
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_5,800,160.0,[np.float64(1481.5590277777778)],"[999, 1999]",,,00:00:07,7.9623100999997405,0.0026549883627875093
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_5,800,240.0,[np.float64(1481.5590277777778)],"[999, 1999]",,,00:00:07,7.9623100999997405,0.0026549883627875093
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_5,800,320.0,[np.float64(1481.5590277777778)],"[999, 1999]",,,00:00:07,7.9623100999997405,0.0026549883627875093
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_5,800,400.0,[np.float64(1481.5590277777778)],"[999, 1999]",,,00:00:07,7.9623100999997405,0.0026549883627875093
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_RIO,500,50.0,[],[499],,,00:00:00,0.21248339999874588,0.00021248339999874587
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_RIO,500,100.0,[],[499],,,00:00:00,0.21248339999874588,0.00021248339999874587
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_RIO,500,150.0,[],[499],,,00:00:00,0.21248339999874588,0.00021248339999874587
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_RIO,500,200.0,[],[499],,,00:00:00,0.21248339999874588,0.00021248339999874587
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_RIO,500,250.0,[],[499],,,00:00:00,0.21248339999874588,0.00021248339999874587
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,700,70.0,[],[499],,,00:00:00,0.1995824999976321,0.00019958249999763212
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,700,140.0,[],[499],,,00:00:00,0.1995824999976321,0.00019958249999763212
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,700,210.0,[],[499],,,00:00:00,0.1995824999976321,0.00019958249999763212
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,700,280.0,[],[499],,,00:00:00,0.1995824999976321,0.00019958249999763212
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cp,700,350.0,[],[499],,,00:00:00,0.1995824999976321,0.00019958249999763212
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,400,40.0,[np.float64(1486.294185377087)],"[999, 1999]",,,00:00:07,7.095094800002698,0.0023658202067364784
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,400,80.0,[np.float64(1486.294185377087)],"[999, 1999]",,,00:00:07,7.095094800002698,0.0023658202067364784
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,400,120.0,[np.float64(1486.294185377087)],"[999, 1999]",,,00:00:07,7.095094800002698,0.0023658202067364784
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,400,160.0,[np.float64(1486.294185377087)],"[999, 1999]",,,00:00:07,7.095094800002698,0.0023658202067364784
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,400,200.0,[np.float64(1486.294185377087)],"[999, 1999]",,,00:00:07,7.095094800002698,0.0023658202067364784
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,700,70.0,[np.float64(1481.6011235955057)],"[999, 1999]",,,00:00:07,7.242493100002321,0.0024149693564529244
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,700,140.0,[np.float64(1481.6011235955057)],"[999, 1999]",,,00:00:07,7.242493100002321,0.0024149693564529244
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,700,210.0,[np.float64(1481.6011235955057)],"[999, 1999]",,,00:00:07,7.242493100002321,0.0024149693564529244
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,700,280.0,[np.float64(1481.6011235955057)],"[999, 1999]",,,00:00:07,7.242493100002321,0.0024149693564529244
Zheng DBSCAN,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,700,350.0,[np.float64(1481.6011235955057)],"[999, 1999]",,,00:00:07,7.242493100002321,0.0024149693564529244
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_2,500,50.0,[np.float64(1497.4358799454296)],"[999, 1999]",,,00:00:07,7.905443499999819,0.0026360265088362185
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_2,500,100.0,[np.float64(1497.4358799454296)],"[999, 1999]",,,00:00:07,7.905443499999819,0.0026360265088362185
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_2,500,150.0,[np.float64(1497.4358799454296)],"[999, 1999]",,,00:00:07,7.905443499999819,0.0026360265088362185
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_2,500,200.0,[np.float64(1497.4358799454296)],"[999, 1999]",,,00:00:07,7.905443499999819,0.0026360265088362185
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_2,500,250.0,[np.float64(1497.4358799454296)],"[999, 1999]",,,00:00:07,7.905443499999819,0.0026360265088362185
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_IRO,600,60.0,[],[499],,,00:00:00,0.2500612999974692,0.0002500612999974692
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_IRO,600,120.0,[],[499],,,00:00:00,0.2500612999974692,0.0002500612999974692
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_IRO,600,180.0,[],[499],,,00:00:00,0.2500612999974692,0.0002500612999974692
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_IRO,600,240.0,[],[499],,,00:00:00,0.2500612999974692,0.0002500612999974692
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_IRO,600,300.0,[],[499],,,00:00:00,0.2500612999974692,0.0002500612999974692
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,500,50.0,[np.float64(1490.643736422882)],"[999, 1999]",,,00:00:07,7.540707500000281,0.0025144073024342384
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,500,100.0,[np.float64(1490.643736422882)],"[999, 1999]",,,00:00:07,7.540707500000281,0.0025144073024342384
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,500,150.0,[np.float64(1490.643736422882)],"[999, 1999]",,,00:00:07,7.540707500000281,0.0025144073024342384
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,500,200.0,[np.float64(1490.643736422882)],"[999, 1999]",,,00:00:07,7.540707500000281,0.0025144073024342384
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_2,500,250.0,[np.float64(1490.643736422882)],"[999, 1999]",,,00:00:07,7.540707500000281,0.0025144073024342384
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_sw,400,40.0,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.22051469999860274,0.00022051469999860273
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_sw,400,80.0,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.22051469999860274,0.00022051469999860273
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_sw,400,120.0,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.22051469999860274,0.00022051469999860273
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_sw,400,160.0,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.22051469999860274,0.00022051469999860273
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_sw,400,200.0,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.22051469999860274,0.00022051469999860273
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute,700,70.0,"[np.float64(928.375), np.float64(1937.7142857142858)]","[999, 1999]",1.0,65.95535714285711,00:00:05,5.471728100001201,0.0018245175391801269
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute,700,140.0,"[np.float64(928.375), np.float64(1937.7142857142858)]","[999, 1999]",1.0,65.95535714285711,00:00:05,5.471728100001201,0.0018245175391801269
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute,700,210.0,"[np.float64(928.375), np.float64(1937.7142857142858)]","[999, 1999]",1.0,65.95535714285711,00:00:05,5.471728100001201,0.0018245175391801269
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute,700,280.0,"[np.float64(928.375), np.float64(1937.7142857142858)]","[999, 1999]",1.0,65.95535714285711,00:00:05,5.471728100001201,0.0018245175391801269
Zheng DBSCAN,Ostovar,Atomic_Substitute_output_Substitute,700,350.0,"[np.float64(928.375), np.float64(1937.7142857142858)]","[999, 1999]",1.0,65.95535714285711,00:00:05,5.471728100001201,0.0018245175391801269
Zheng DBSCAN,Bose,bose_log,300,30.0,"[np.float64(323.5), np.float64(486.0), np.float64(577.0), np.float64(651.0), np.float64(857.0), np.float64(978.0), np.float64(1186.4), np.float64(1239.3333333333333), np.float64(1288.5), np.float64(1380.5), np.float64(1429.6666666666667), np.float64(1569.0), np.float64(1746.3333333333333), np.float64(1798.5), np.float64(1886.5), np.float64(1956.0), np.float64(1991.0), np.float64(2051.0), np.float64(2093.0), np.float64(2152.0), np.float64(2221.3333333333335), np.float64(2349.0), np.float64(2393.0), np.float64(2549.0), np.float64(2711.5), np.float64(2934.0), np.float64(2973.0), np.float64(3065.5), np.float64(3142.0), np.float64(3276.0), np.float64(3384.0), np.float64(3454.0), np.float64(3502.0), np.float64(3590.6), np.float64(3649.0), np.float64(3720.0), np.float64(3799.0), np.float64(3903.0), np.float64(3957.5), np.float64(4023.4), np.float64(4079.0), np.float64(4110.5), np.float64(4147.5), np.float64(4200.0), np.float64(4245.0), np.float64(4367.0), np.float64(4481.25), np.float64(4558.0), np.float64(4699.0), np.float64(4804.714285714285), np.float64(5035.5), np.float64(5092.5), np.float64(5235.5), np.float64(5319.833333333333), np.float64(5456.8), np.float64(5548.0), np.float64(5634.5), np.float64(5887.0), np.float64(5929.0)]","[1199, 2399, 3599, 4799]",0.12698412698412698,8.178571428571331,00:00:01,1.2720628999995824,0.00021201048333326374
Zheng DBSCAN,Bose,bose_log,300,60.0,"[np.float64(312.0), np.float64(486.0), np.float64(577.0), np.float64(651.0), np.float64(857.0), np.float64(978.0), np.float64(1233.6666666666667), np.float64(1410.0), np.float64(1569.0), np.float64(1767.2), np.float64(1886.5), np.float64(2048.6), np.float64(2221.3333333333335), np.float64(2363.6666666666665), np.float64(2549.0), np.float64(2711.5), np.float64(2960.0), np.float64(3116.5), np.float64(3276.0), np.float64(3445.2), np.float64(3634.0), np.float64(3799.0), np.float64(4086.176470588235), np.float64(4367.0), np.float64(4481.25), np.float64(4558.0), np.float64(4699.0), np.float64(4804.714285714285), np.float64(5064.0), np.float64(5286.1), np.float64(5456.8), np.float64(5548.0), np.float64(5634.5), np.float64(5908.0)]","[1199, 2399, 3599, 4799]",0.21052631578947367,27.678571428571388,00:00:01,1.2720628999995824,0.00021201048333326374
Zheng DBSCAN,Bose,bose_log,300,90.0,"[np.float64(572.75), np.float64(857.0), np.float64(978.0), np.float64(1285.5294117647059), np.float64(1569.0), np.float64(1967.7333333333333), np.float64(2363.6666666666665), np.float64(2549.0), np.float64(2711.5), np.float64(3064.3333333333335), np.float64(3276.0), np.float64(3585.3125), np.float64(4086.176470588235), np.float64(4367.0), np.float64(4496.6), np.float64(4791.5), np.float64(5064.0), np.float64(5286.1), np.float64(5516.555555555556), np.float64(5908.0)]","[1199, 2399, 3599, 4799]",0.33333333333333337,35.762561274509835,00:00:01,1.2720628999995824,0.00021201048333326374
Zheng DBSCAN,Bose,bose_log,300,120.0,"[np.float64(572.75), np.float64(857.0), np.float64(978.0), np.float64(1285.5294117647059), np.float64(1569.0), np.float64(2033.7222222222222), np.float64(2549.0), np.float64(2711.5), np.float64(3766.0204081632655), np.float64(4791.5), np.float64(5064.0), np.float64(5395.263157894737), np.float64(5908.0)]","[1199, 2399, 3599, 4799]",0.47058823529411764,102.76245498199285,00:00:01,1.2720628999995824,0.00021201048333326374
Zheng DBSCAN,Bose,bose_log,300,150.0,"[np.float64(572.75), np.float64(917.5), np.float64(1301.2777777777778), np.float64(2142.181818181818), np.float64(3909.9473684210525), np.float64(5337.652173913043), np.float64(5908.0)]","[1199, 2399, 3599, 4799]",0.18181818181818182,102.27777777777783,00:00:01,1.2720628999995824,0.00021201048333326374
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,400,40.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.2105636999986018,0.00021056369999860182
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,400,80.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.2105636999986018,0.00021056369999860182
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,400,120.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.2105636999986018,0.00021056369999860182
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,400,160.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.2105636999986018,0.00021056369999860182
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,400,200.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.2105636999986018,0.00021056369999860182
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,500,50.0,[np.float64(1488.749357326478)],"[999, 1999]",,,00:00:08,8.916435700000875,0.0029731362787598784
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,500,100.0,[np.float64(1488.749357326478)],"[999, 1999]",,,00:00:08,8.916435700000875,0.0029731362787598784
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,500,150.0,[np.float64(1488.749357326478)],"[999, 1999]",,,00:00:08,8.916435700000875,0.0029731362787598784
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,500,200.0,[np.float64(1488.749357326478)],"[999, 1999]",,,00:00:08,8.916435700000875,0.0029731362787598784
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_2,500,250.0,[np.float64(1488.749357326478)],"[999, 1999]",,,00:00:08,8.916435700000875,0.0029731362787598784
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_rp,300,30.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.23588499999823398,0.000235884999998234
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_rp,300,60.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.23588499999823398,0.000235884999998234
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_rp,300,90.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.23588499999823398,0.000235884999998234
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_rp,300,120.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.23588499999823398,0.000235884999998234
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_rp,300,150.0,[np.float64(449.0)],[499],1.0,50.0,00:00:00,0.23588499999823398,0.000235884999998234
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,800,80.0,"[np.float64(968.5555555555555), np.float64(1773.0), np.float64(1910.2608695652175)]","[999, 1999]",0.8,59.59178743961348,00:00:06,6.6803073000010045,0.002227511603868291
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,800,160.0,"[np.float64(968.5555555555555), np.float64(1904.5416666666667)]","[999, 1999]",1.0,62.45138888888886,00:00:06,6.6803073000010045,0.002227511603868291
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,800,240.0,"[np.float64(968.5555555555555), np.float64(1904.5416666666667)]","[999, 1999]",1.0,62.45138888888886,00:00:06,6.6803073000010045,0.002227511603868291
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,800,320.0,"[np.float64(968.5555555555555), np.float64(1904.5416666666667)]","[999, 1999]",1.0,62.45138888888886,00:00:06,6.6803073000010045,0.002227511603868291
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,800,400.0,"[np.float64(968.5555555555555), np.float64(1904.5416666666667)]","[999, 1999]",1.0,62.45138888888886,00:00:06,6.6803073000010045,0.002227511603868291
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300,30.0,[np.float64(1512.4452133794694)],"[999, 1999]",,,00:00:06,6.146817799999553,0.0020496224741579036
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300,60.0,[np.float64(1512.4452133794694)],"[999, 1999]",,,00:00:06,6.146817799999553,0.0020496224741579036
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300,90.0,[np.float64(1512.4452133794694)],"[999, 1999]",,,00:00:06,6.146817799999553,0.0020496224741579036
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300,120.0,[np.float64(1512.4452133794694)],"[999, 1999]",,,00:00:06,6.146817799999553,0.0020496224741579036
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300,150.0,[np.float64(1512.4452133794694)],"[999, 1999]",,,00:00:06,6.146817799999553,0.0020496224741579036
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,500,50.0,[],[499],,,00:00:00,0.19270239999968908,0.00019270239999968908
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,500,100.0,[],[499],,,00:00:00,0.19270239999968908,0.00019270239999968908
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,500,150.0,[],[499],,,00:00:00,0.19270239999968908,0.00019270239999968908
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,500,200.0,[],[499],,,00:00:00,0.19270239999968908,0.00019270239999968908
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cb,500,250.0,[],[499],,,00:00:00,0.19270239999968908,0.00019270239999968908
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,600,60.0,[],[499],,,00:00:00,0.21006370000031893,0.00021006370000031894
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,600,120.0,[],[499],,,00:00:00,0.21006370000031893,0.00021006370000031894
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,600,180.0,[],[499],,,00:00:00,0.21006370000031893,0.00021006370000031894
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,600,240.0,[],[499],,,00:00:00,0.21006370000031893,0.00021006370000031894
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,600,300.0,[],[499],,,00:00:00,0.21006370000031893,0.00021006370000031894
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,800,80.0,[],[499],,,00:00:00,0.20799489999990328,0.00020799489999990327
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,800,160.0,[],[499],,,00:00:00,0.20799489999990328,0.00020799489999990327
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,800,240.0,[],[499],,,00:00:00,0.20799489999990328,0.00020799489999990327
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,800,320.0,[],[499],,,00:00:00,0.20799489999990328,0.00020799489999990327
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_re,800,400.0,[],[499],,,00:00:00,0.20799489999990328,0.00020799489999990327
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,500,50.0,[np.float64(1509.0665950590762)],"[999, 1999]",,,00:00:09,9.103993500000797,0.003035676392130976
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,500,100.0,[np.float64(1509.0665950590762)],"[999, 1999]",,,00:00:09,9.103993500000797,0.003035676392130976
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,500,150.0,[np.float64(1509.0665950590762)],"[999, 1999]",,,00:00:09,9.103993500000797,0.003035676392130976
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,500,200.0,[np.float64(1509.0665950590762)],"[999, 1999]",,,00:00:09,9.103993500000797,0.003035676392130976
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,500,250.0,[np.float64(1509.0665950590762)],"[999, 1999]",,,00:00:09,9.103993500000797,0.003035676392130976
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_2,700,70.0,[np.float64(1508.625488663018)],"[999, 1999]",,,00:00:08,8.346338299998024,0.0027830404468149462
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_2,700,140.0,[np.float64(1508.625488663018)],"[999, 1999]",,,00:00:08,8.346338299998024,0.0027830404468149462
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_2,700,210.0,[np.float64(1508.625488663018)],"[999, 1999]",,,00:00:08,8.346338299998024,0.0027830404468149462
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_2,700,280.0,[np.float64(1508.625488663018)],"[999, 1999]",,,00:00:08,8.346338299998024,0.0027830404468149462
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO_2,700,350.0,[np.float64(1508.625488663018)],"[999, 1999]",,,00:00:08,8.346338299998024,0.0027830404468149462
Zheng DBSCAN,Ostovar,Nested_ORI_output_ORI_5,400,40.0,[np.float64(1497.091006423983)],"[999, 1999]",,,00:00:07,7.857064599997102,0.0026198948316095705
