Algorithm,Log Source,Log,Complete-Window Size,Detection-Window Size,Stable Period,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,P-Value,Min Adaptive Window,Max Adaptive Window,MRID,Epsilon,Window Size,SW Step Size,ADWIN Step Size
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[577, 1038]","[500, 1000]",1.0,57.5,00:00:03,3.768732200005616,0.002512488133337,0.05,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_02,,,,"[463, 1091, 1468]","[500, 1000]",0.8,64.0,00:00:01,1.6383778000017628,0.0010922518666678,0.005,300.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_03,300.0,300.0,10.0,"[359, 688, 1009, 1362]","[500, 1000]",0.6666666666666666,75.0,00:00:00,0.0108575000049313,7.238333336620902e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[586, 1126]","[500, 1000]",1.0,106.0,00:00:02,2.687236400000984,0.0017914909333339,0.005,300.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[501, 982]","[500, 1000]",1.0,9.5,00:00:12,12.484748700000637,0.0089176776428575,0.0001,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,"[733, 1474]","[500, 1000]",,,00:00:03,3.5829767000032007,0.0023886511333354,0.1,400.0,600.0,,,,,
LCDD,AdditionalLogs,sudden_drift_03,1200.0,1200.0,150.0,[],"[500, 1000]",,,00:00:00,0.0147574999937205,9.838333329147038e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_04,1200.0,1200.0,200.0,[1241],"[500, 1000]",,,00:00:00,0.0118816999965929,8.486928568994958e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_02,,,,"[450, 1074]","[500, 1000]",1.0,62.0,00:00:10,10.424885400003404,0.0074463467142881,0.05,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[673, 1321]","[500, 1000]",0.5,173.0,00:00:07,7.788612699994701,0.0051924084666631,0.005,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.3093596999970032,0.0002209712142835,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.4919392999945557,0.0003279595333297,0.005,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_00,,,,"[528, 1091, 1424]","[500, 1000]",0.8,59.5,00:00:02,2.13211130000127,0.0014214075333341,0.1,100.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[553, 1014]","[500, 1000]",1.0,33.5,00:00:06,6.238521300001594,0.004159014200001,0.005,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[432, 1182]","[500, 1000]",1.0,125.0,00:00:01,1.0604219000015291,0.0007574442142868,0.005,200.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_05,800.0,800.0,150.0,[935],"[500, 1000]",0.6666666666666666,65.0,00:00:00,0.0137442999985069,9.817357141790645e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_07,,,,"[535, 1080]","[500, 1000]",1.0,57.5,00:00:01,1.6094194000033897,0.0010729462666689,0.005,200.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_09,300.0,300.0,50.0,"[502, 1000]","[500, 1000]",1.0,1.0,00:00:00,0.0213013000029604,1.4200866668640326e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[557, 1069]","[500, 1000]",1.0,63.0,00:00:09,9.6698591999957,0.0064465727999971,0.0001,300.0,600.0,,,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2151158000051509,0.0001434105333367,,,,600.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2151158000051509,0.0001434105333367,,,,600.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2151158000051509,0.0001434105333367,,,,600.0,180.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2151158000051509,0.0001434105333367,,,,600.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_07,,,,[],"[500, 1000]",,,00:00:00,0.2151158000051509,0.0001434105333367,,,,600.0,300.0,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_06,,,,"[880, 1060]","[500, 1000]",0.5,60.0,00:00:05,5.307435199996689,0.0035382901333311,0.1,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,"[617, 1538]","[500, 1000]",0.5,117.0,00:00:09,9.31061580000096,0.0066504398571435,0.005,400.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_04,800.0,800.0,200.0,[],"[500, 1000]",,,00:00:00,0.0105548999999882,7.0365999999921765e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_07,200.0,200.0,10.0,"[203, 502, 1000, 1231]","[500, 1000]",0.6666666666666666,1.0,00:00:00,0.0129181000011158,8.612066667410545e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[300, 600, 961]","[500, 1000]",0.8,69.5,00:00:00,0.2987769999963348,0.0001991846666642,0.05,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_09,400.0,400.0,100.0,"[500, 1000]","[500, 1000]",1.0,0.0,00:00:00,0.0220484000019496,1.4698933334633088e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[540, 1080]","[500, 1000]",1.0,60.0,00:00:00,0.8009558000048855,0.0005339705333365,0.05,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_00,,,,"[688, 1288]","[500, 1000]",0.5,188.0,00:00:02,2.333528000002844,0.0016668057142877,0.0001,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,[676],"[500, 1000]",0.6666666666666666,176.0,00:00:04,4.212454199994681,0.0028083027999964,0.0001,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[520, 1053]","[500, 1000]",1.0,36.5,00:00:02,2.2964083999977447,0.0016402917142841,0.05,200.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_08,600.0,600.0,200.0,"[607, 1235]","[500, 1000]",0.5,107.0,00:00:00,0.0143255999937537,1.0232571424109796e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[574, 1114]","[500, 1000]",1.0,94.0,00:00:07,7.008176600000297,0.0046721177333335,0.0001,300.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_04,100.0,100.0,100.0,"[109, 215, 316, 417, 517, 627, 729, 835, 935, 1036, 1159, 1262, 1362, 1463]","[500, 1000]",0.25,26.5,00:00:00,0.0123180999944452,8.21206666296348e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_08,100.0,100.0,150.0,"[101, 207, 308, 413, 522, 639, 758, 859, 970, 1079, 1183, 1297, 1397, 1498]","[500, 1000]",0.25,26.0,00:00:00,0.0179137000013724,1.194246666758166e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[519, 1042, 1492]","[500, 1000]",0.8,30.5,00:00:08,8.929964900002233,0.0063785463571444,0.1,200.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_08,600.0,600.0,10.0,"[601, 1233]","[500, 1000]",0.5,101.0,00:00:00,0.0127785999939078,8.519066662605231e-06,,,,,,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_05,,,,"[np.float64(759.6666666666666), np.float64(954.25), np.float64(1182.6666666666667), np.float64(1337.0)]","[500, 1000]",0.3333333333333333,45.75,00:00:00,0.3937903999976697,0.0002625269333317,,,,700.0,70.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_05,,,,[np.float64(1011.6666666666666)],"[500, 1000]",0.6666666666666666,11.666666666666629,00:00:00,0.3937903999976697,0.0002625269333317,,,,700.0,140.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_05,,,,[np.float64(825.2)],"[500, 1000]",0.6666666666666666,174.79999999999995,00:00:00,0.3937903999976697,0.0002625269333317,,,,700.0,210.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_05,,,,[np.float64(825.2)],"[500, 1000]",0.6666666666666666,174.79999999999995,00:00:00,0.3937903999976697,0.0002625269333317,,,,700.0,280.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_05,,,,[np.float64(825.2)],"[500, 1000]",0.6666666666666666,174.79999999999995,00:00:00,0.3937903999976697,0.0002625269333317,,,,700.0,350.0,,,
LCDD,AdditionalLogs,recurring_drift_02,300.0,300.0,100.0,"[381, 686, 995, 1307]","[500, 1000]",0.6666666666666666,62.0,00:00:00,0.026180499997281,1.7453666664854e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_08,100.0,100.0,100.0,"[101, 207, 308, 413, 522, 639, 758, 859, 970, 1079, 1183, 1297, 1397, 1498]","[500, 1000]",0.25,26.0,00:00:00,0.0177720000065164,1.1848000004344307e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_05,,,,"[498, 1041]","[500, 1000]",1.0,21.5,00:00:05,5.254351299998234,0.0037531080714273,0.0001,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_02,,,,"[360, 871]","[500, 1000]",1.0,134.5,00:00:16,16.017399600001227,0.0114409997142865,0.05,200.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_01,800.0,800.0,50.0,[911],"[500, 1000]",0.6666666666666666,89.0,00:00:00,0.0268020000003161,1.914428571451156e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_09,800.0,800.0,200.0,[920],"[500, 1000]",0.6666666666666666,80.0,00:00:00,0.0247719999970286,1.7694285712163296e-05,,,,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_06,,,,"[np.float64(512.4736842105264), np.float64(823.75), np.float64(1010.08), np.float64(1219.25), np.float64(1452.0)]","[500, 1000]",0.5714285714285715,11.2768421052632,00:00:01,1.1285948000004282,0.0007523965333336,,,,500.0,50.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_06,,,,"[np.float64(512.4736842105264), np.float64(1012.8484848484849), np.float64(1452.0)]","[500, 1000]",0.8,12.661084529505615,00:00:01,1.1285948000004282,0.0007523965333336,,,,500.0,100.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_06,,,,"[np.float64(512.4736842105264), np.float64(1012.8484848484849), np.float64(1452.0)]","[500, 1000]",0.8,12.661084529505615,00:00:01,1.1285948000004282,0.0007523965333336,,,,500.0,150.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_06,,,,"[np.float64(512.4736842105264), np.float64(1012.8484848484849), np.float64(1452.0)]","[500, 1000]",0.8,12.661084529505615,00:00:01,1.1285948000004282,0.0007523965333336,,,,500.0,200.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_06,,,,[np.float64(841.7547169811321)],"[500, 1000]",0.6666666666666666,158.2452830188679,00:00:01,1.1285948000004282,0.0007523965333336,,,,500.0,250.0,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[302, 602, 1068]","[500, 1000]",0.8,85.0,00:00:00,0.9804070000027424,0.0006536046666684,0.005,200.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[513, 1042, 1492]","[500, 1000]",0.8,27.5,00:00:06,6.617860999998811,0.0047270435714277,0.1,300.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_06,400.0,400.0,100.0,"[411, 913, 1392]","[500, 1000]",0.8,88.0,00:00:00,0.065555499997572,4.682535714112289e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_07,,,,"[468, 1040]","[500, 1000]",1.0,36.0,00:00:00,0.676078000004054,0.0004507186666693,0.1,100.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_03,100.0,100.0,50.0,"[133, 242, 359, 500, 604, 719, 880, 980, 1095, 1195, 1302, 1457]","[500, 1000]",0.2857142857142857,10.0,00:00:00,0.0101791999986744,6.7861333324496325e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[1109, 1646]","[500, 1000]",0.5,109.0,00:00:04,4.227712399995653,0.0028184749333304,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.4408958999993047,0.0003149256428566,0.005,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[600, 1183, 1363, 1543]","[500, 1000]",0.6666666666666666,141.5,00:00:00,0.48756670000148,0.0003250444666676,0.05,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_02,,,,"[450, 1129]","[500, 1000]",1.0,89.5,00:00:02,2.65542760000244,0.0018967340000017,0.005,300.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_06,100.0,100.0,50.0,"[143, 248, 356, 464, 569, 672, 778, 882, 986, 1183, 1318, 1454]","[500, 1000]",0.2857142857142857,25.0,00:00:00,0.0661524000024655,4.410160000164372e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:01,1.0013046999956714,0.000715217642854,0.005,400.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_04,300.0,300.0,150.0,"[337, 849, 1186, 1492]","[500, 1000]",0.6666666666666666,157.0,00:00:00,0.0119763999973656,7.984266664910441e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[945, 1529]","[500, 1000]",0.5,55.0,00:00:01,1.9633616999999504,0.0013089077999999,0.005,400.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_09,800.0,800.0,10.0,[1000],"[500, 1000]",0.6666666666666666,0.0,00:00:00,0.0167351999989477,1.1156799999298528e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,"[624, 1143]","[500, 1000]",1.0,133.5,00:00:02,2.9213779999990948,0.0019475853333327,0.05,200.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_05,400.0,400.0,200.0,"[504, 929, 1337]","[500, 1000]",0.8,37.5,00:00:00,0.1582253000015043,0.0001054835333343,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_04,,,,"[600, 1320]","[500, 1000]",0.5,100.0,00:00:00,0.2602523000023211,0.0001735015333348,0.1,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,"[480, 1143]","[500, 1000]",1.0,81.5,00:00:01,1.4394083000006503,0.0010281487857147,0.1,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[604, 1204]","[500, 1000]",0.5,104.0,00:00:00,0.284837699997297,0.0001898917999981,0.1,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[550, 1026, 1598]","[500, 1000]",0.8,38.0,00:00:02,2.296671799995238,0.0015311145333301,0.05,100.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,[900],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.4150061000036658,0.0002766707333357,0.0001,200.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_00,,,,"[666, 1266]","[500, 1000]",0.5,166.0,00:00:01,1.7564675000030547,0.0011709783333353,0.0001,400.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_04,400.0,400.0,50.0,"[500, 946, 1492]","[500, 1000]",0.8,27.0,00:00:00,0.0178091999987373,1.187279999915821e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[610, 1160, 1475]","[500, 1000]",0.8,135.0,00:00:00,0.8537929000012809,0.0005691952666675,0.05,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[581, 893, 1268]","[500, 1000]",0.8,94.0,00:00:00,0.5199303000044893,0.0003466202000029,0.05,100.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[216, 495, 757, 1017, 1349]","[500, 1000]",0.5714285714285715,11.0,00:00:01,1.939387699996587,0.0013852769285689,0.1,100.0,600.0,,,,,
LCDD,AdditionalLogs,sudden_drift_06,1200.0,1200.0,50.0,[1205],"[500, 1000]",,,00:00:00,0.0787692000012612,5.25128000008408e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_02,,,,"[572, 1080]","[500, 1000]",1.0,76.0,00:00:11,11.717855599999892,0.0078119037333332,0.0001,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[547, 1014]","[500, 1000]",1.0,30.5,00:00:05,5.881274500003201,0.0039208496666688,0.05,300.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_02,300.0,300.0,200.0,"[336, 641, 1003, 1338]","[500, 1000]",0.6666666666666666,72.0,00:00:00,0.025165700004436,1.6777133336290717e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_08,400.0,400.0,150.0,"[504, 905, 1357]","[500, 1000]",0.8,49.5,00:00:00,0.0081356000009691,5.423733333979423e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_07,,,,"[606, 1207]","[500, 1000]",0.5,106.0,00:00:00,0.4215150000018184,0.0002810100000012,0.0001,400.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_07,300.0,300.0,50.0,"[502, 1000]","[500, 1000]",1.0,1.0,00:00:00,0.0122994999983347,8.19966666555653e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_03,600.0,600.0,10.0,"[631, 1348]","[500, 1000]",0.5,131.0,00:00:00,0.0069979000036255,4.665266669083697e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_07,1200.0,1200.0,50.0,[],"[500, 1000]",,,00:00:00,0.0112596000035409,7.506400002360654e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,"[580, 1030]","[500, 1000]",1.0,55.0,00:00:01,1.4410550000029616,0.0009607033333353,0.005,100.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[464, 972]","[500, 1000]",1.0,32.0,00:00:16,16.096436300002097,0.0114974545000014,0.005,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_07,800.0,800.0,50.0,[],"[500, 1000]",,,00:00:00,0.0131111000009696,8.740733333979734e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,"[600, 1209]","[500, 1000]",0.5,100.0,00:00:00,0.5965237999989768,0.0003976825333326,0.1,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[540, 1080]","[500, 1000]",1.0,60.0,00:00:00,0.5023909000010462,0.0003349272666673,0.1,300.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[553, 1014]","[500, 1000]",1.0,33.5,00:00:05,5.663805600001069,0.0037758704000007,0.005,300.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_08,200.0,200.0,150.0,"[211, 413, 614, 815, 1030, 1230, 1495]","[500, 1000]",0.4444444444444445,58.5,00:00:00,0.0437591000008978,2.9172733333931924e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[698, 1061, 1345]","[500, 1000]",0.8,129.5,00:00:01,1.4342007999948692,0.0009561338666632,0.05,400.0,400.0,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_09,,,,"[np.float64(520.6666666666666), np.float64(1030.7692307692307), np.float64(1216.5)]","[500, 1000]",0.8,25.71794871794868,00:00:00,0.3414754999976139,0.0002276503333317,,,,500.0,50.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_09,,,,"[np.float64(520.6666666666666), np.float64(1030.7692307692307), np.float64(1216.5)]","[500, 1000]",0.8,25.71794871794868,00:00:00,0.3414754999976139,0.0002276503333317,,,,500.0,100.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_09,,,,"[np.float64(520.6666666666666), np.float64(1055.5333333333333)]","[500, 1000]",1.0,38.099999999999966,00:00:00,0.3414754999976139,0.0002276503333317,,,,500.0,150.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_09,,,,"[np.float64(520.6666666666666), np.float64(1055.5333333333333)]","[500, 1000]",1.0,38.099999999999966,00:00:00,0.3414754999976139,0.0002276503333317,,,,500.0,200.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_09,,,,"[np.float64(520.6666666666666), np.float64(1055.5333333333333)]","[500, 1000]",1.0,38.099999999999966,00:00:00,0.3414754999976139,0.0002276503333317,,,,500.0,250.0,,,
LCDD,AdditionalLogs,gradual_drift_04,300.0,300.0,150.0,"[316, 655, 959, 1334]","[500, 1000]",0.6666666666666666,98.0,00:00:00,0.013601299993752,9.715214281251454e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_09,800.0,800.0,100.0,[],"[500, 1000]",,,00:00:00,0.0313138999990769,2.087593333271798e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_08,600.0,600.0,5.0,"[600, 1230]","[500, 1000]",0.5,100.0,00:00:00,0.0119391999978688,7.959466665245903e-06,,,,,,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_01,,,,"[np.float64(660.8571428571429), np.float64(1043.0), np.float64(1261.0)]","[500, 1000]",0.8,101.92857142857144,00:00:00,0.4069782000005943,0.0002713188000003,,,,600.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_01,,,,"[np.float64(660.8571428571429), np.float64(1043.0), np.float64(1261.0)]","[500, 1000]",0.8,101.92857142857144,00:00:00,0.4069782000005943,0.0002713188000003,,,,600.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_01,,,,"[np.float64(660.8571428571429), np.float64(1043.0), np.float64(1261.0)]","[500, 1000]",0.8,101.92857142857144,00:00:00,0.4069782000005943,0.0002713188000003,,,,600.0,180.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_01,,,,[np.float64(1152.0)],"[500, 1000]",0.6666666666666666,152.0,00:00:00,0.4069782000005943,0.0002713188000003,,,,600.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_01,,,,[np.float64(1152.0)],"[500, 1000]",0.6666666666666666,152.0,00:00:00,0.4069782000005943,0.0002713188000003,,,,600.0,300.0,,,
LCDD,AdditionalLogs,recurring_drift_03,300.0,300.0,100.0,"[301, 631, 962, 1284]","[500, 1000]",0.6666666666666666,84.5,00:00:00,0.0154860000038752,1.032400000258349e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_00,600.0,600.0,200.0,[646],"[500, 1000]",0.6666666666666666,146.0,00:00:00,0.0104795000006561,6.986333333770744e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_04,600.0,600.0,200.0,"[628, 1277]","[500, 1000]",0.5,128.0,00:00:00,0.0117133999956422,7.808933330428165e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[779, 1534]","[500, 1000]",,,00:00:00,0.3440757999997004,0.0002293838666664,0.0001,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.1458061000012094,9.720406666747296e-05,0.05,400.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_09,1200.0,1200.0,150.0,[1236],"[500, 1000]",,,00:00:00,0.0217979999943054,1.453199999620362e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[559, 1060]","[500, 1000]",1.0,59.5,00:00:05,5.796174399998563,0.0041401245714275,0.0001,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.3227865000008023,0.0002151910000005,0.1,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_07,,,,"[606, 1207]","[500, 1000]",0.5,106.0,00:00:00,0.3866032000005361,0.000257735466667,0.0001,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.1082437000004574,7.216246666697164e-05,0.1,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,"[631, 1171]","[500, 1000]",1.0,151.0,00:00:02,2.477803900001163,0.0016518692666674,0.005,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_06,,,,[],"[500, 1000]",,,00:00:11,11.556649000005564,0.0077044326666703,0.0001,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[569, 1109]","[500, 1000]",1.0,89.0,00:00:06,6.871858999998949,0.0045812393333326,0.005,100.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_03,100.0,100.0,200.0,"[127, 246, 361, 475, 581, 738, 865, 972, 1082, 1187, 1299]","[500, 1000]",0.3076923076923077,26.5,00:00:00,0.0099354000049061,7.096714289218653e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_07,200.0,200.0,100.0,"[501, 913, 1324]","[500, 1000]",0.8,44.0,00:00:00,0.0130232000010437,8.682133334029155e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_01,300.0,300.0,10.0,"[303, 639, 951, 1256]","[500, 1000]",0.6666666666666666,94.0,00:00:00,0.1633317999949213,0.0001166655714249,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_03,600.0,600.0,150.0,"[600, 1390]","[500, 1000]",0.5,100.0,00:00:00,0.012701300001936,9.072357144240025e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,"[490, 1143]","[500, 1000]",1.0,76.5,00:00:01,1.41585920000216,0.0010113280000015,0.05,300.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,[950],"[500, 1000]",0.6666666666666666,50.0,00:00:00,0.4648023999980069,0.0003098682666653,0.0001,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[704, 1046, 1306]","[500, 1000]",0.4,46.0,00:00:02,2.3841075000018463,0.0015894050000012,0.005,200.0,400.0,,,,,
LCDD,AdditionalLogs,gradual_drift_06,100.0,100.0,150.0,"[103, 251, 401, 503, 627, 768, 913, 1013, 1121, 1239, 1343]","[500, 1000]",0.3076923076923077,8.0,00:00:00,0.2287195999961113,0.0001633711428543,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_05,200.0,200.0,20.0,"[201, 403, 627, 828, 1104, 1309]","[500, 1000]",0.5,100.5,00:00:00,0.0164726999937556,1.1766214281254049e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_09,100.0,100.0,100.0,"[408, 524, 920, 1025, 1126, 1278]","[500, 1000]",0.5,24.5,00:00:00,0.0191799999956856,1.369999999691832e-05,,,,,,,,
