Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Window Size,SW Step Size,ADWIN Step Size
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_5,0.05,300.0,400.0,[],"[999, 1999]",,,00:00:02,2.370082299999922,0.0023700822999999,,,,,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,0.05,100.0,600.0,[],"[999, 1999]",,,00:01:18,78.79019009999865,0.0787901900999986,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_rp,,,,[448],[499],1.0,51.0,00:00:00,0.0088496999997005,8.849699999700533e-06,400.0,400.0,5.0,,,,,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI_5,0.05,100.0,400.0,[],"[999, 1999]",,,00:00:04,4.22744799999964,0.0042274479999996,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_cp,,,,[],[499],,,00:00:00,0.0134705000000394,1.3470500000039464e-05,600.0,600.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_OIR,0.1,300.0,400.0,[490],[499],1.0,9.0,00:00:01,1.3477767999993375,0.0013477767999993,,,,,,,,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_5,0.05,400.0,400.0,[856],"[999, 1999]",0.6666666666666666,143.0,00:00:02,2.747226699999373,0.0027472266999993,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_OIR,0.1,400.0,600.0,[600],[499],1.0,101.0,00:00:00,0.2790966000011394,0.0002790966000011,,,,,,,,
LCDD,Ostovar,Nested_RIO_output_RIO_5,,,,[802],"[999, 1999]",0.6666666666666666,197.0,00:00:00,0.0375430000003689,3.754300000036892e-05,800.0,800.0,20.0,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_cb,,,,[],[499],,,00:00:00,0.0126863999994384,1.2686399999438437e-05,600.0,600.0,200.0,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_cp,,,,[447],[499],1.0,52.0,00:00:00,0.0099687999991147,9.968799999114708e-06,400.0,400.0,20.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IRO,0.0001,100.0,500.0,[548],[499],1.0,49.0,00:00:00,0.7310646000005363,0.0007310646000005,,,,,,,,
LCDD,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,,"[100, 200, 300, 400, 504, 606, 706, 806, 907]","[999, 1999]",0.1818181818181818,92.0,00:00:00,0.0369269000002532,3.692690000025323e-05,100.0,100.0,20.0,,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_2,0.05,400.0,700.0,[],"[999, 1999]",,,00:00:01,1.9179029999995687,0.0019179029999995,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,0.1,300.0,500.0,[],"[999, 1999]",,,00:00:02,2.381488699998954,0.0023814886999989,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_cp,,,,[447],[499],1.0,52.0,00:00:00,0.120228899999347,0.0001202288999993,200.0,200.0,200.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pm,0.0001,400.0,400.0,[],[499],,,00:00:00,0.4019779999998718,0.0004019779999998,,,,,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,0.005,200.0,700.0,[],"[999, 1999]",,,00:00:03,3.572826999999961,0.0035728269999999,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,0.1,300.0,600.0,[],"[999, 1999]",,,00:00:01,1.530135799999698,0.0015301357999996,,,,,,,,
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,,[],"[999, 1999]",,,00:00:00,0.0405449000008957,4.0544900000895726e-05,1200.0,1200.0,10.0,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove,0.0001,100.0,600.0,[],"[999, 1999]",,,00:00:02,2.530536199999915,0.0025305361999999,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,[447],[499],1.0,52.0,00:00:00,0.0093261999991227,9.326199999122764e-06,400.0,400.0,5.0,,,,,
LCDD,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,,"[201, 403, 604, 804]","[999, 1999]",0.3333333333333333,195.0,00:00:00,0.0347674999993614,3.476749999936146e-05,200.0,200.0,150.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,0.0001,300.0,400.0,[],"[999, 1999]",,,00:00:02,2.140549800000372,0.0021405498000003,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_ROI,,,,[447],[499],1.0,52.0,00:00:00,0.0164965999993,1.6496599999300087e-05,400.0,400.0,100.0,,,,,
LCDD,Ostovar,Atomic_Substitute_output_Substitute,,,,[],"[999, 1999]",,,00:00:00,0.0442383999998128,4.4238399999812826e-05,800.0,800.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,0.005,300.0,700.0,"[481, 1180]",[499],0.6666666666666666,18.0,00:00:04,4.51169149999987,0.0045116914999998,,,,,,,,
LCDD,Ostovar,Composite_OIR_output_OIR,,,,[],"[999, 1999]",,,00:00:00,0.0390664000005926,3.9066400000592695e-05,600.0,600.0,200.0,,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip,0.0001,200.0,500.0,[],"[999, 1999]",,,00:00:02,2.019853499999954,0.0020198534999999,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_IOR,,,,[447],[499],1.0,52.0,00:00:00,0.0122090999993815,1.220909999938158e-05,200.0,200.0,10.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pl,0.1,400.0,600.0,[],[499],,,00:00:00,0.4449322999989817,0.0004449322999989,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cp,0.005,400.0,700.0,[636],[499],1.0,137.0,00:00:01,1.3740963000000193,0.0013740963,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_lp,,,,[],[499],,,00:00:00,0.0193089000003965,1.930890000039653e-05,600.0,600.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_sw,0.05,200.0,700.0,[],[499],,,00:00:00,0.5642066000000341,0.0005642066,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_RIO,0.05,200.0,400.0,[],[499],,,00:00:00,0.5765085000002728,0.0005765085000002,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_OIR,0.05,200.0,500.0,[486],[499],1.0,13.0,00:00:03,3.097444499999256,0.0030974444999992,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,0.05,300.0,400.0,[748],[499],,,00:00:07,7.41283310000108,0.007412833100001,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,0.05,400.0,600.0,[],"[999, 1999]",,,00:00:02,2.04158759999882,0.0020415875999988,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,0.0001,300.0,700.0,[],"[999, 1999]",,,00:00:01,1.8663501999999423,0.0018663501999999,,,,,,,,
LCDD,Ostovar,Composite_ROI_output_ROI_5,,,,[600],"[999, 1999]",,,00:00:00,0.0407983000004605,4.079830000046059e-05,600.0,600.0,150.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_ROI,0.05,400.0,400.0,[600],[499],1.0,101.0,00:00:00,0.1051408000002993,0.0001051408000002,,,,,,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_2,0.05,200.0,700.0,[],"[999, 1999]",,,00:00:02,2.549861100000271,0.0025498611000002,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cd,0.05,400.0,400.0,[1072],[499],,,00:00:00,0.9633826000008412,0.0009633826000008,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_2,0.1,200.0,600.0,[],"[999, 1999]",,,00:00:02,2.4734443000015744,0.0024734443000015,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove,0.0001,300.0,700.0,[],"[999, 1999]",,,00:00:01,1.982495700000072,0.0019824957,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pl,0.1,100.0,400.0,[],[499],,,00:00:00,0.6566757000000507,0.0006566757,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pl,0.05,100.0,700.0,[],[499],,,00:00:00,0.727095800000825,0.0007270958000008,,,,,,,,
LCDD,Ostovar,Composite_ROI_output_ROI_5,,,,"[301, 604, 904]","[999, 1999]",0.4,95.0,00:00:00,0.0420649999996385,4.206499999963853e-05,300.0,300.0,10.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,0.1,100.0,600.0,[],"[999, 1999]",,,00:00:03,3.314593799999784,0.0033145937999997,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_pl,,,,[],[499],,,00:00:00,0.0142529000004287,1.425290000042878e-05,100.0,100.0,50.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,0.0001,100.0,400.0,[],"[999, 1999]",,,00:00:02,2.236252800001239,0.0022362528000012,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,0.1,300.0,500.0,[],"[999, 1999]",,,00:00:02,2.201291299999866,0.0022012912999998,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_cf,,,,[],[499],,,00:00:00,0.0130047999991802,1.300479999918025e-05,1200.0,1200.0,10.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_IRO,,,,[],[499],,,00:00:00,0.013614099998449,1.3614099998449092e-05,800.0,800.0,150.0,,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,0.05,200.0,400.0,[],"[999, 1999]",,,00:00:02,2.831402699999672,0.0028314026999996,,,,,,,,
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove,,,,[],"[999, 1999]",,,00:00:00,0.0505474000001413,5.054740000014135e-05,400.0,400.0,150.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_lp,,,,[448],[499],1.0,51.0,00:00:00,0.0133085000015853,1.3308500001585344e-05,300.0,300.0,20.0,,,,,
LCDD,Ostovar,Nested_IRO_output_IRO_5,,,,"[105, 206, 306, 407, 508, 610, 710, 810, 910]","[999, 1999]",0.1818181818181818,89.0,00:00:00,0.0601130999984889,6.0113099998488906e-05,100.0,100.0,200.0,,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_5,0.0001,400.0,700.0,[],"[999, 1999]",,,00:00:02,2.0558462999997573,0.0020558462999997,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute,0.05,100.0,700.0,[],"[999, 1999]",,,00:00:02,2.4407420999996248,0.0024407420999996,,,,,,,,
LCDD,Ostovar,Composite_OIR_output_OIR,,,,[],"[999, 1999]",,,00:00:00,0.049608100000114,4.960810000011406e-05,800.0,800.0,5.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cd,0.005,200.0,400.0,[],[499],,,00:00:00,0.62985640000079,0.0006298564000007,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pl,0.05,300.0,600.0,[],[499],,,00:00:00,0.5105340999998589,0.0005105340999998,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_OIR,,,,[],[499],,,00:00:00,0.0102349000007961,1.0234900000796188e-05,600.0,600.0,20.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pl,0.05,100.0,500.0,[],[499],,,00:00:00,0.7910505999989255,0.0007910505999989,,,,,,,,
LCDD,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,[],"[999, 1999]",,,00:00:00,0.1758501999993313,0.0001758501999993,1200.0,1200.0,20.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_OIR,,,,[447],[499],1.0,52.0,00:00:00,0.0133460999986709,1.334609999867098e-05,400.0,400.0,200.0,,,,,
LCDD,Ostovar,Nested_ORI_output_ORI_2,,,,"[100, 200, 301, 401, 503, 606, 709, 810, 911]","[999, 1999]",0.1818181818181818,88.0,00:00:00,0.0486479999999573,4.864799999995739e-05,100.0,100.0,200.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_OIR,0.0001,100.0,500.0,[551],[499],1.0,52.0,00:00:03,3.635136599999896,0.0036351365999998,,,,,,,,
LCDD,Ostovar,Composite_ROI_output_ROI_5,,,,[600],"[999, 1999]",,,00:00:00,0.0422704000011435,4.227040000114357e-05,600.0,600.0,200.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pm,0.1,100.0,600.0,"[285, 862]",[499],,,00:00:02,2.114771999998993,0.0021147719999989,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,0.0001,200.0,600.0,[],"[999, 1999]",,,00:00:03,3.0742911999986973,0.0030742911999986,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,0.1,100.0,500.0,[],"[999, 1999]",,,00:00:03,3.482334800000899,0.0034823348000008,,,,,,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_2,0.05,300.0,600.0,[],"[999, 1999]",,,00:00:02,2.361543499999243,0.0023615434999992,,,,,,,,
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,,"[105, 206, 306, 408, 508, 611, 711, 814, 914]","[999, 1999]",0.1818181818181818,85.0,00:00:00,0.0477155999997194,4.7715599999719416e-05,100.0,100.0,150.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cp,0.1,400.0,500.0,[600],[499],1.0,101.0,00:00:00,0.1393911000013759,0.0001393911000013,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_pl,,,,[],[499],,,00:00:00,0.0114283000002615,1.1428300000261517e-05,400.0,400.0,10.0,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_IOR,,,,[447],[499],1.0,52.0,00:00:00,0.01082150000002,1.0821500000020024e-05,400.0,400.0,10.0,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_sw,,,,[],[499],,,00:00:00,0.0190810999993118,1.908109999931185e-05,600.0,600.0,20.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,0.1,300.0,600.0,[],"[999, 1999]",,,00:00:02,2.463896499999464,0.0024638964999994,,,,,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_2,0.005,200.0,500.0,[],"[999, 1999]",,,00:00:03,3.3939628999996785,0.0033939628999996,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pl,0.05,200.0,500.0,[],[499],,,00:00:00,0.6457501000004413,0.0006457501000004,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,0.0001,200.0,400.0,[],"[999, 1999]",,,00:00:02,2.514205600000423,0.0025142056000004,,,,,,,,
LCDD,Ostovar,Composite_OIR_output_OIR,,,,[],"[999, 1999]",,,00:00:00,0.0510772999987239,5.10772999987239e-05,300.0,300.0,20.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,0.005,200.0,700.0,[],"[999, 1999]",,,00:00:02,2.3215942999995605,0.0023215942999995,,,,,,,,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_2,0.05,400.0,400.0,[],"[999, 1999]",,,00:00:02,2.3435552999999345,0.0023435552999999,,,,,,,,
LCDD,Ostovar,Atomic_Substitute_output_Substitute_5,,,,[805],"[999, 1999]",0.6666666666666666,194.0,00:00:00,0.0400706999989779,4.0070699998977945e-05,800.0,800.0,20.0,,,,,
LCDD,Ostovar,Nested_IOR_output_IOR,,,,[],"[999, 1999]",,,00:00:00,0.0482418999999936,4.824189999999362e-05,600.0,600.0,50.0,,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_2,0.05,100.0,700.0,[],"[999, 1999]",,,00:00:03,3.103027799999836,0.0031030277999998,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cp,0.05,400.0,700.0,[601],[499],1.0,102.0,00:00:00,0.1623164000011456,0.0001623164000011,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IRO,0.1,200.0,500.0,[498],[499],1.0,1.0,00:00:02,2.134898800000883,0.0021348988000008,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_cf,,,,[447],[499],1.0,52.0,00:00:00,0.0126593999993929,1.2659399999392916e-05,300.0,300.0,5.0,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_cb,,,,[],[499],,,00:00:00,0.0115032999983668,1.1503299998366857e-05,800.0,800.0,10.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,0.05,300.0,700.0,[],"[999, 1999]",,,00:00:01,1.9440881999998965,0.0019440881999998,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,0.005,100.0,500.0,[],"[999, 1999]",,,00:00:02,2.863095599999724,0.0028630955999997,,,,,,,,
LCDD,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,,[],"[999, 1999]",,,00:00:00,0.1722823000000062,0.0001722823,1200.0,1200.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_rp,0.0001,300.0,700.0,[603],[499],1.0,104.0,00:00:02,2.37441089999993,0.0023744108999999,,,,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_5,0.0001,200.0,600.0,[],"[999, 1999]",,,00:00:03,3.133942799999204,0.0031339427999992,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_pm,,,,[448],[499],1.0,51.0,00:00:00,0.0223304000010102,2.2330400001010275e-05,100.0,100.0,100.0,,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,0.05,300.0,600.0,[],"[999, 1999]",,,00:00:02,2.973171499999808,0.0029731714999998,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_OIR,,,,[],[499],,,00:00:00,0.0174670000014884,1.7467000001488485e-05,1200.0,1200.0,5.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,0.005,200.0,700.0,[],"[999, 1999]",,,00:00:02,2.1688370000010764,0.002168837000001,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_lp,0.005,400.0,600.0,[600],[499],1.0,101.0,00:00:00,0.1384099000006244,0.0001384099000006,,,,,,,,
LCDD,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,,"[200, 402, 604, 804]","[999, 1999]",0.3333333333333333,195.0,00:00:00,0.0444090999990294,4.4409099999029424e-05,200.0,200.0,5.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_rp,0.05,300.0,500.0,[548],[499],1.0,49.0,00:00:00,0.6894209000001865,0.0006894209000001,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,0.05,300.0,600.0,[],"[999, 1999]",,,00:00:01,1.5085259999996197,0.0015085259999996,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_ROI,0.1,300.0,600.0,[473],[499],1.0,26.0,00:00:00,0.9815502000001288,0.0009815502000001,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IRO,0.0001,100.0,400.0,[541],[499],1.0,42.0,00:00:00,0.3989442999991297,0.0003989442999991,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_sw,,,,[448],[499],1.0,51.0,00:00:00,0.0110732000011921,1.1073200001192164e-05,300.0,300.0,50.0,,,,,
LCDD,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,,[],"[999, 1999]",,,00:00:00,0.0563051999997696,5.6305199999769686e-05,300.0,300.0,10.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cp,0.0001,100.0,500.0,[],[499],,,00:00:19,19.381034300000465,0.0193810343000004,,,,,,,,
LCDD,Ostovar,Composite_IOR_output_IOR_5,,,,"[302, 602, 905]","[999, 1999]",0.4,94.0,00:00:00,0.0411938000015652,4.119380000156525e-05,300.0,300.0,10.0,,,,,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_5,0.005,400.0,500.0,[],"[999, 1999]",,,00:00:02,2.242221799999242,0.0022422217999992,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_re,,,,[],[499],,,00:00:00,0.0114101999988633,1.141019999886339e-05,1200.0,1200.0,100.0,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,0.05,100.0,400.0,[],"[999, 1999]",,,00:00:02,2.9074767000001884,0.0029074767000001,,,,,,,,
LCDD,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,,[],"[999, 1999]",,,00:00:00,0.0596144999999523,5.961449999995239e-05,100.0,100.0,10.0,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_cp,,,,[447],[499],1.0,52.0,00:00:00,0.0168106000000989,1.681060000009893e-05,100.0,100.0,150.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_re,0.005,200.0,400.0,[525],[499],1.0,26.0,00:00:02,2.922374399999171,0.0029223743999991,,,,,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,0.05,100.0,600.0,[],"[999, 1999]",,,00:00:04,4.171076900000116,0.0041710769000001,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cp,0.05,100.0,700.0,[454],[499],1.0,45.0,00:00:03,3.50530020000042,0.0035053002000004,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_cf,,,,[447],[499],1.0,52.0,00:00:00,0.0118602000002283,1.186020000022836e-05,300.0,300.0,150.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_lp,,,,[448],[499],1.0,51.0,00:00:00,0.0142809999997552,1.4280999999755297e-05,200.0,200.0,100.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,0.005,100.0,600.0,[582],[499],1.0,83.0,00:00:01,1.7562024999988353,0.0017562024999988,,,,,,,,
LCDD,Ostovar,Atomic_Loop_output_Loop_2,,,,[],"[999, 1999]",,,00:00:00,0.0320517000000108,3.20517000000109e-05,1200.0,1200.0,200.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,0.1,200.0,700.0,[470],[499],1.0,29.0,00:00:01,1.480643200000486,0.0014806432000004,,,,,,,,
LCDD,Ostovar,Atomic_Swap_output_Swap_2,,,,"[207, 412, 615, 817]","[999, 1999]",0.3333333333333333,182.0,00:00:00,0.0389114999998128,3.891149999981281e-05,200.0,200.0,150.0,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_cb,,,,[],[499],,,00:00:00,0.0106103999987681,1.0610399998768115e-05,1200.0,1200.0,100.0,,,,,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI_2,0.05,200.0,600.0,[],"[999, 1999]",,,00:00:02,2.465842600000542,0.0024658426000005,,,,,,,,
LCDD,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,,,,[603],"[999, 1999]",,,00:00:00,0.0422851000002992,4.228510000029928e-05,600.0,600.0,100.0,,,,,
LCDD,Ostovar,Atomic_Loop_output_Loop_5,,,,"[306, 606, 907]","[999, 1999]",0.4,92.0,00:00:00,0.0304266000002826,3.0426600000282632e-05,300.0,300.0,200.0,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_re,,,,[],[499],,,00:00:00,0.1382162000008975,0.0001382162000008,800.0,800.0,150.0,,,,,
LCDD,Ostovar,Atomic_Loop_output_Loop_5,,,,[],"[999, 1999]",,,00:00:00,0.0381379999998898,3.813799999988987e-05,1200.0,1200.0,5.0,,,,,
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,,,,[np.float64(930.0)],"[999, 1999]",0.6666666666666666,69.0,00:00:01,1.984063300000344,0.0019840633000003,,,,600.0,60.0,,,
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,,,,[np.float64(930.0)],"[999, 1999]",0.6666666666666666,69.0,00:00:01,1.984063300000344,0.0019840633000003,,,,600.0,120.0,,,
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,,,,[np.float64(930.0)],"[999, 1999]",0.6666666666666666,69.0,00:00:01,1.984063300000344,0.0019840633000003,,,,600.0,180.0,,,
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,,,,[np.float64(930.0)],"[999, 1999]",0.6666666666666666,69.0,00:00:01,1.984063300000344,0.0019840633000003,,,,600.0,240.0,,,
Zheng DBSCAN,Ostovar,Nested_RIO_output_RIO,,,,[np.float64(930.0)],"[999, 1999]",0.6666666666666666,69.0,00:00:01,1.984063300000344,0.0019840633000003,,,,600.0,300.0,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute,0.1,300.0,500.0,[],"[999, 1999]",,,00:00:01,1.759255299999495,0.0017592552999994,,,,,,,,
LCDD,Ostovar,Nested_OIR_output_OIR_5,,,,"[400, 801]","[999, 1999]",0.5,198.0,00:00:00,0.0410671000008733,4.106710000087332e-05,400.0,400.0,100.0,,,,,
LCDD,Ostovar,Nested_RIO_output_RIO,,,,"[422, 766]","[999, 1999]",,,00:00:00,0.0438548999991326,4.385489999913261e-05,300.0,300.0,200.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IRO,0.0001,400.0,500.0,[600],[499],1.0,101.0,00:00:00,0.1117723000006662,0.0001117723000006,,,,,,,,
LCDD,Ostovar,Nested_IRO_output_IRO_2,,,,[],"[999, 1999]",,,00:00:00,0.1931011000015132,0.0001931011000015,1200.0,1200.0,20.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,0.005,400.0,500.0,[615],[499],1.0,116.0,00:00:00,0.689544200000455,0.0006895442000004,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_cd,,,,[],[499],,,00:00:00,0.0239819000016723,2.398190000167233e-05,200.0,200.0,50.0,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_cf,,,,[],[499],,,00:00:00,0.0121928000007756,1.2192800000775606e-05,1200.0,1200.0,5.0,,,,,
LCDD,Ostovar,Nested_ORI_output_ORI_5,,,,[],"[999, 1999]",,,00:00:00,0.0373700000000098,3.7370000000009896e-05,1200.0,1200.0,100.0,,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_2,0.1,400.0,400.0,[],"[999, 1999]",,,00:00:01,1.7977544000004857,0.0017977544000004,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,0.005,200.0,700.0,[777],[499],,,00:00:06,6.189950800000588,0.0061899508000005,,,,,,,,
LCDD,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,,"[102, 202, 306, 406, 507, 608, 708, 809, 909]","[999, 1999]",0.1818181818181818,90.0,00:00:00,0.0357444999990548,3.574449999905482e-05,100.0,100.0,20.0,,,,,
