Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Window Size,SW Step Size,ADWIN Step Size
LCDD,Ostovar,Composite_RIO_output_RIO,,,,[],"[999, 1999]",,,00:00:00,0.183480600000621,0.0001834806000006,800.0,800.0,100.0,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_re,,,,[],[499],,,00:00:00,0.1425365999994028,0.0001425365999994,800.0,800.0,50.0,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_cb,,,,[447],[499],1.0,52.0,00:00:00,0.0149781999998594,1.4978199999859498e-05,100.0,100.0,100.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pl,0.005,200.0,600.0,[],[499],,,00:00:00,0.5953410000001895,0.0005953410000001,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_rp,,,,[],[499],,,00:00:00,0.0112386999999216,1.1238699999921664e-05,600.0,600.0,200.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_RIO,0.05,100.0,700.0,[648],[499],1.0,149.0,00:00:00,0.4216747000000396,0.0004216747,,,,,,,,
Zheng DBSCAN,Ostovar,Nested_ROI_output_ROI_5,,,,[np.float64(495.7465437788018)],"[999, 1999]",,,00:00:01,1.962231900000006,0.0019622319,,,,400.0,40.0,,,
Zheng DBSCAN,Ostovar,Nested_ROI_output_ROI_5,,,,[np.float64(495.7465437788018)],"[999, 1999]",,,00:00:01,1.962231900000006,0.0019622319,,,,400.0,80.0,,,
Zheng DBSCAN,Ostovar,Nested_ROI_output_ROI_5,,,,[np.float64(495.7465437788018)],"[999, 1999]",,,00:00:01,1.962231900000006,0.0019622319,,,,400.0,120.0,,,
Zheng DBSCAN,Ostovar,Nested_ROI_output_ROI_5,,,,[np.float64(495.7465437788018)],"[999, 1999]",,,00:00:01,1.962231900000006,0.0019622319,,,,400.0,160.0,,,
Zheng DBSCAN,Ostovar,Nested_ROI_output_ROI_5,,,,[np.float64(495.7465437788018)],"[999, 1999]",,,00:00:01,1.962231900000006,0.0019622319,,,,400.0,200.0,,,
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,,[],"[999, 1999]",,,00:00:00,0.0575920999999652,5.7592099999965286e-05,200.0,200.0,10.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pl,0.005,300.0,500.0,[],[499],,,00:00:00,0.4803030000002763,0.0004803030000002,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_OIR,0.005,300.0,600.0,[525],[499],1.0,26.0,00:00:02,2.440438799999356,0.0024404387999993,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_IOR,0.1,200.0,600.0,[647],[499],1.0,148.0,00:00:01,1.250764999999774,0.0012507649999997,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_lp,,,,[],[499],,,00:00:00,0.0128361000006407,1.2836100000640729e-05,600.0,600.0,100.0,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,0.1,200.0,600.0,[],"[999, 1999]",,,00:00:02,2.5202417000000423,0.0025202417,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cd,0.05,400.0,600.0,[],[499],,,00:00:00,0.5428852999993978,0.0005428852999993,,,,,,,,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,0.005,400.0,600.0,[],"[999, 1999]",,,00:00:01,1.9622230000004488,0.0019622230000004,,,,,,,,
LCDD,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,,"[100, 200, 300, 408, 508, 615, 715, 815, 915]","[999, 1999]",0.1818181818181818,84.0,00:00:00,0.0425659000002269,4.2565900000226976e-05,100.0,100.0,150.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cp,0.1,400.0,500.0,[603],[499],1.0,104.0,00:00:00,0.3696420000005673,0.0003696420000005,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IOR,0.005,100.0,600.0,[779],[499],,,00:00:00,0.4838022999992972,0.0004838022999992,,,,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,0.0001,100.0,500.0,[],"[999, 1999]",,,00:00:03,3.0050774999999703,0.0030050774999999,,,,,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_2,0.05,100.0,400.0,[],"[999, 1999]",,,00:00:03,3.504595700000209,0.0035045957000002,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cf,0.0001,400.0,700.0,[795],[499],,,00:00:07,7.069598799999767,0.0070695987999997,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_2,0.005,200.0,600.0,[],"[999, 1999]",,,00:00:01,1.5504119999995964,0.0015504119999995,,,,,,,,
LCDD,Ostovar,Composite_RIO_output_RIO_5,,,,"[404, 804]","[999, 1999]",0.5,195.0,00:00:00,0.0383357999999134,3.833579999991343e-05,400.0,400.0,100.0,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,0.0001,200.0,400.0,[],"[999, 1999]",,,00:00:02,2.536029099999724,0.0025360290999997,,,,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,[],[499],,,00:00:00,0.2394382000002224,0.0002394382000002,,,,800.0,80.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,[],[499],,,00:00:00,0.2394382000002224,0.0002394382000002,,,,800.0,160.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,[],[499],,,00:00:00,0.2394382000002224,0.0002394382000002,,,,800.0,240.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,[],[499],,,00:00:00,0.2394382000002224,0.0002394382000002,,,,800.0,320.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,,[],[499],,,00:00:00,0.2394382000002224,0.0002394382000002,,,,800.0,400.0,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO,0.005,200.0,600.0,[],"[999, 1999]",,,00:00:02,2.3094891999999163,0.0023094891999999,,,,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_5,0.005,400.0,600.0,[],"[999, 1999]",,,00:00:02,2.3064424999993207,0.0023064424999993,,,,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_2,0.1,400.0,700.0,[],"[999, 1999]",,,00:00:01,1.9452820000005888,0.0019452820000005,,,,,,,,
LCDD,Ostovar,Atomic_SerialMove_output_SerialMove_5,,,,"[101, 204, 304, 406, 507, 608, 709, 810, 910]","[999, 1999]",0.1818181818181818,89.0,00:00:00,0.0414885999998659,4.148859999986598e-05,100.0,100.0,200.0,,,,,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,[],"[999, 1999]",,,00:00:01,1.6360121999996409,0.0016360121999996,,,,400.0,40.0,,,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,[],"[999, 1999]",,,00:00:01,1.6360121999996409,0.0016360121999996,,,,400.0,80.0,,,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,[],"[999, 1999]",,,00:00:01,1.6360121999996409,0.0016360121999996,,,,400.0,120.0,,,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,[],"[999, 1999]",,,00:00:01,1.6360121999996409,0.0016360121999996,,,,400.0,160.0,,,
Zheng DBSCAN,Ostovar,Atomic_SerialMove_output_SerialMove,,,,[],"[999, 1999]",,,00:00:01,1.6360121999996409,0.0016360121999996,,,,400.0,200.0,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_2,0.1,100.0,400.0,"[550, 737]","[999, 1999]",,,00:00:03,3.435119899999336,0.0034351198999993,,,,,,,,
LCDD,Ostovar,Nested_ROI_output_ROI_5,,,,[602],"[999, 1999]",,,00:00:00,0.0403617000001759,4.036170000017592e-05,600.0,600.0,5.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IOR,0.0001,300.0,600.0,[779],[499],,,00:00:00,0.3469703999999183,0.0003469703999999,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,0.005,200.0,400.0,[],"[999, 1999]",,,00:00:02,2.8169849999994767,0.0028169849999994,,,,,,,,
LCDD,Ostovar,Composite_RIO_output_RIO_2,,,,[],"[999, 1999]",,,00:00:00,0.0383071999995081,3.830719999950816e-05,1200.0,1200.0,5.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_lp,0.0001,100.0,500.0,[488],[499],1.0,11.0,00:00:01,1.458768799999234,0.0014587687999992,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,0.005,200.0,600.0,[],"[999, 1999]",,,00:00:01,1.8009314999999333,0.0018009314999999,,,,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI,0.005,400.0,400.0,[],"[999, 1999]",,,00:00:01,1.4873084999999264,0.0014873084999999,,,,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,,[],[499],,,00:00:00,0.2340458999997281,0.0002340458999997,,,,800.0,80.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,,[],[499],,,00:00:00,0.2340458999997281,0.0002340458999997,,,,800.0,160.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,,[],[499],,,00:00:00,0.2340458999997281,0.0002340458999997,,,,800.0,240.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,,[],[499],,,00:00:00,0.2340458999997281,0.0002340458999997,,,,800.0,320.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_RIO,,,,[],[499],,,00:00:00,0.2340458999997281,0.0002340458999997,,,,800.0,400.0,,,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI_2,0.005,400.0,400.0,[],"[999, 1999]",,,00:00:01,1.7391831999993883,0.0017391831999993,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_rp,0.0001,400.0,400.0,[612],[499],1.0,113.0,00:00:00,0.5906407000002218,0.0005906407000002,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,0.005,200.0,400.0,[506],[499],1.0,7.0,00:00:02,2.089324399999896,0.0020893243999998,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_lp,0.0001,200.0,400.0,[519],[499],1.0,20.0,00:00:00,0.2723037000005206,0.0002723037000005,,,,,,,,
LCDD,Ostovar,Atomic_Swap_output_Swap_5,,,,[600],"[999, 1999]",,,00:00:00,0.0392460000002756,3.924600000027567e-05,600.0,600.0,5.0,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.0137604999999894,1.3760499999989408e-05,300.0,300.0,5.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,0.005,300.0,500.0,[],"[999, 1999]",,,00:00:01,1.8658232999996471,0.0018658232999996,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,0.0001,400.0,700.0,[],"[999, 1999]",,,00:00:02,2.0180210999997144,0.0020180210999997,,,,,,,,
LCDD,Ostovar,Atomic_Frequency_output_Frequency,,,,[],"[999, 1999]",,,00:00:00,0.0313793000004807,3.137930000048073e-05,300.0,300.0,100.0,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_5,0.1,100.0,500.0,[],"[999, 1999]",,,00:00:03,3.5523050000001604,0.0035523050000001,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_IRO,,,,[],[499],,,00:00:00,0.0112609999996493,1.1260999999649357e-05,600.0,600.0,5.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,0.0001,300.0,600.0,[],"[999, 1999]",,,00:00:02,2.4024498999997377,0.0024024498999997,,,,,,,,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI,0.1,300.0,400.0,[],"[999, 1999]",,,00:00:01,1.5512413000005836,0.0015512413000005,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,0.0001,300.0,400.0,[543],[499],1.0,44.0,00:00:02,2.774720299999899,0.0027747202999998,,,,,,,,
LCDD,Ostovar,Nested_RIO_output_RIO_2,,,,[800],"[999, 1999]",0.6666666666666666,199.0,00:00:00,0.046203200000491,4.6203200000491054e-05,800.0,800.0,10.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,0.005,100.0,400.0,[521],[499],1.0,22.0,00:00:02,2.267012100000102,0.0022670121000001,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_OIR,0.05,400.0,700.0,[600],[499],1.0,101.0,00:00:00,0.1385148999997909,0.0001385148999997,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,0.005,200.0,700.0,[],"[999, 1999]",,,00:00:02,2.854497899999842,0.0028544978999998,,,,,,,,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI,0.005,300.0,400.0,[1030],"[999, 1999]",0.6666666666666666,31.0,00:00:10,10.73179119999986,0.0107317911999998,,,,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI,0.1,200.0,500.0,[],"[999, 1999]",,,00:00:01,1.963257399999748,0.0019632573999997,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,0.0001,200.0,400.0,[],"[999, 1999]",,,00:00:02,2.992075000000113,0.0029920750000001,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise10_1000_rp,,,,[448],[499],1.0,51.0,00:00:00,0.0110044000002744,1.1004400000274472e-05,300.0,300.0,5.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_ROI,,,,[447],[499],1.0,52.0,00:00:00,0.0152275999998892,1.5227599999889208e-05,100.0,100.0,100.0,,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_5,0.0001,200.0,500.0,[],"[999, 1999]",,,00:00:03,3.7025847000004433,0.0037025847000004,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_OIR,0.1,200.0,600.0,[363],[499],1.0,136.0,00:00:00,0.5175560999996378,0.0005175560999996,,,,,,,,
LCDD,Ostovar,Nested_OIR_output_OIR_5,,,,[602],"[999, 1999]",,,00:00:00,0.0461461000004419,4.614610000044195e-05,600.0,600.0,10.0,,,,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,[np.float64(804.3785714285714)],"[999, 1999]",0.6666666666666666,194.62142857142865,00:00:01,1.975905999999668,0.0019759059999996,,,,600.0,60.0,,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,[np.float64(804.3785714285714)],"[999, 1999]",0.6666666666666666,194.62142857142865,00:00:01,1.975905999999668,0.0019759059999996,,,,600.0,120.0,,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,[np.float64(804.3785714285714)],"[999, 1999]",0.6666666666666666,194.62142857142865,00:00:01,1.975905999999668,0.0019759059999996,,,,600.0,180.0,,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,[],"[999, 1999]",,,00:00:01,1.975905999999668,0.0019759059999996,,,,600.0,240.0,,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,,[],"[999, 1999]",,,00:00:01,1.975905999999668,0.0019759059999996,,,,600.0,300.0,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_cd,,,,[],[499],,,00:00:00,0.0194523000000117,1.9452300000011747e-05,200.0,200.0,10.0,,,,,
LCDD,Ostovar,Atomic_Swap_output_Swap_2,,,,[],"[999, 1999]",,,00:00:00,0.0318861000005199,3.188610000051995e-05,1200.0,1200.0,200.0,,,,,
LCDD,Ostovar,Atomic_Frequency_output_Frequency_2,,,,"[302, 602, 902]","[999, 1999]",0.4,97.0,00:00:00,0.0273178999996162,2.73178999996162e-05,300.0,300.0,20.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,0.1,100.0,400.0,"[472, 922]",[499],0.6666666666666666,27.0,00:00:00,0.9731627000001026,0.0009731627000001,,,,,,,,
LCDD,Ostovar,Atomic_Substitute_output_Substitute_2,,,,"[203, 406, 608, 809]","[999, 1999]",0.3333333333333333,190.0,00:00:00,0.0361883999994461,3.618839999944612e-05,200.0,200.0,100.0,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_IRO,,,,[],[499],,,00:00:00,0.0118013999999675,1.1801399999967544e-05,1200.0,1200.0,5.0,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,0.0001,300.0,400.0,[],"[999, 1999]",,,00:00:01,1.3818670000000566,0.001381867,,,,,,,,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_5,0.05,400.0,400.0,[],"[999, 1999]",,,00:00:02,2.1009266999999454,0.0021009266999999,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,0.0001,400.0,500.0,[628],[499],1.0,129.0,00:00:01,1.0725675999992743,0.0010725675999992,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,0.005,300.0,600.0,[],"[999, 1999]",,,00:00:02,2.590616399999817,0.0025906163999998,,,,,,,,
LCDD,Ostovar,Composite_IOR_output_IOR,,,,[],"[999, 1999]",,,00:00:00,0.0329787999999098,3.2978799999909825e-05,1200.0,1200.0,200.0,,,,,
LCDD,Ostovar,Atomic_Skip_output_Skip_2,,,,"[402, 804]","[999, 1999]",0.5,195.0,00:00:00,0.0361642999996547,3.616429999965476e-05,400.0,400.0,20.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_sw,0.1,100.0,400.0,[180],[499],,,00:00:00,0.5668501000000106,0.0005668501,,,,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,0.005,300.0,700.0,[],"[999, 1999]",,,00:00:01,1.934392000000116,0.0019343920000001,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_sw,,,,[448],[499],1.0,51.0,00:00:00,0.0110762999993312,1.107629999933124e-05,200.0,200.0,100.0,,,,,
LCDD,Ostovar,Nested_ROI_output_ROI,,,,[],"[999, 1999]",,,00:00:00,0.0411260999999285,4.112609999992856e-05,1200.0,1200.0,100.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_ROI,0.1,300.0,600.0,[473],[499],1.0,26.0,00:00:00,0.9947492999999668,0.0009947492999999,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_lp,,,,[],[499],,,00:00:00,0.0167182999994111,1.67182999994111e-05,1200.0,1200.0,200.0,,,,,
LCDD,Ostovar,Atomic_Skip_output_Skip,,,,[],"[999, 1999]",,,00:00:00,0.0641845000000103,6.41845000000103e-05,200.0,200.0,50.0,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cd,,,,[],[499],,,00:00:00,0.2206689999993614,0.0002206689999993,,,,800.0,80.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cd,,,,[],[499],,,00:00:00,0.2206689999993614,0.0002206689999993,,,,800.0,160.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cd,,,,[],[499],,,00:00:00,0.2206689999993614,0.0002206689999993,,,,800.0,240.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cd,,,,[],[499],,,00:00:00,0.2206689999993614,0.0002206689999993,,,,800.0,320.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cd,,,,[],[499],,,00:00:00,0.2206689999993614,0.0002206689999993,,,,800.0,400.0,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cb,0.1,300.0,500.0,[540],[499],1.0,41.0,00:00:00,0.3494074999998702,0.0003494074999998,,,,,,,,
LCDD,Ostovar,Atomic_Frequency_output_Frequency,,,,[],"[999, 1999]",,,00:00:00,0.0328397999992375,3.2839799999237586e-05,400.0,400.0,20.0,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,0.1,400.0,700.0,[],"[999, 1999]",,,00:00:02,2.3174582999999984,0.0023174582999999,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise0_1000_cd,,,,[],[499],,,00:00:00,0.0118462000000363,1.1846200000036333e-05,400.0,400.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cp,0.005,100.0,600.0,[],[499],,,00:00:20,20.931411099999423,0.0209314110999994,,,,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,0.0001,100.0,600.0,[],"[999, 1999]",,,00:00:02,2.3961489000002985,0.0023961489000002,,,,,,,,
LCDD,Ostovar,Atomic_Swap_output_Swap_2,,,,"[103, 207, 307, 412, 512, 614, 715, 817, 925]","[999, 1999]",0.1818181818181818,74.0,00:00:00,0.0384497000004557,3.844970000045578e-05,100.0,100.0,50.0,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,0.05,100.0,400.0,[],"[999, 1999]",,,00:00:02,2.406116699999984,0.0024061166999999,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise5_1000_OIR,,,,[447],[499],1.0,52.0,00:00:00,0.0132905999998911,1.3290599999891129e-05,300.0,300.0,10.0,,,,,
LCDD,Ostovar,Nested_IOR_output_IOR_2,,,,"[301, 601, 902]","[999, 1999]",0.4,97.0,00:00:00,0.0523606000006111,5.236060000061116e-05,300.0,300.0,200.0,,,,,
LCDD,Ostovar,Atomic_Loop_output_Loop_2,,,,[600],"[999, 1999]",,,00:00:00,0.0394979000002422,3.9497900000242224e-05,600.0,600.0,20.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cb,0.0001,400.0,600.0,[628],[499],1.0,129.0,00:00:01,1.119371499999943,0.0011193714999999,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pl,0.005,100.0,400.0,[],[499],,,00:00:00,0.6098511999998664,0.0006098511999998,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_RIO,0.005,100.0,500.0,[648],[499],1.0,149.0,00:00:00,0.4178303999997297,0.0004178303999997,,,,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_pm,,,,[np.float64(449.5)],[499],1.0,49.5,00:00:00,0.2038548999998966,0.0002038548999998,,,,400.0,40.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_pm,,,,[np.float64(449.5)],[499],1.0,49.5,00:00:00,0.2038548999998966,0.0002038548999998,,,,400.0,80.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_pm,,,,[np.float64(449.5)],[499],1.0,49.5,00:00:00,0.2038548999998966,0.0002038548999998,,,,400.0,120.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_pm,,,,[np.float64(449.5)],[499],1.0,49.5,00:00:00,0.2038548999998966,0.0002038548999998,,,,400.0,160.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_pm,,,,[np.float64(449.5)],[499],1.0,49.5,00:00:00,0.2038548999998966,0.0002038548999998,,,,400.0,200.0,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cd,0.0001,400.0,600.0,[],[499],,,00:00:00,0.446628700000474,0.0004466287000004,,,,,,,,
LCDD,Ostovar,Nested_OIR_output_OIR,,,,[],"[999, 1999]",,,00:00:00,0.0417475000003833,4.17475000003833e-05,1200.0,1200.0,20.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_IRO,0.005,200.0,400.0,[519],[499],1.0,20.0,00:00:00,0.3135102000005645,0.0003135102000005,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_rp,0.1,200.0,400.0,[551],[499],1.0,52.0,00:00:01,1.3499505999998291,0.0013499505999998,,,,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_sw,,,,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.2059712999998737,0.0002059712999998,,,,300.0,30.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_sw,,,,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.2059712999998737,0.0002059712999998,,,,300.0,60.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_sw,,,,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.2059712999998737,0.0002059712999998,,,,300.0,90.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_sw,,,,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.2059712999998737,0.0002059712999998,,,,300.0,120.0,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_sw,,,,[np.float64(451.3333333333333)],[499],1.0,47.666666666666686,00:00:00,0.2059712999998737,0.0002059712999998,,,,300.0,150.0,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cp,0.0001,100.0,600.0,[],[499],,,00:00:14,14.019598700000644,0.0140195987000006,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_lp,,,,[448],[499],1.0,51.0,00:00:00,0.017848800000138,1.7848800000138e-05,300.0,300.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cd,0.005,200.0,600.0,[],[499],,,00:00:00,0.5470334000001458,0.0005470334000001,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip,0.0001,100.0,700.0,[],"[999, 1999]",,,00:00:02,2.263874400000532,0.0022638744000005,,,,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pm,0.05,200.0,400.0,[1060],[499],,,00:00:00,0.5035278999994262,0.0005035278999994,,,,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,0.05,400.0,600.0,[],"[999, 1999]",,,00:00:02,2.0852527000006376,0.0020852527000006,,,,,,,,
LCDD,Ceravolo,sudden_trace_noise20_1000_pl,,,,[],[499],,,00:00:00,0.0084087000004728,8.408700000472891e-06,400.0,400.0,100.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,0.05,100.0,600.0,[477],[499],1.0,22.0,00:00:01,1.2913302999995722,0.0012913302999995,,,,,,,,
LCDD,Ostovar,Nested_IRO_output_IRO_2,,,,"[200, 400, 602, 802]","[999, 1999]",0.3333333333333333,197.0,00:00:00,0.0532127999995282,5.3212799999528216e-05,200.0,200.0,50.0,,,,,
LCDD,Ceravolo,sudden_trace_noise15_1000_RIO,,,,[],[499],,,00:00:00,0.0095400000000154,9.540000000015425e-06,800.0,800.0,50.0,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cd,0.0001,100.0,500.0,[],[499],,,00:00:00,0.6266406000004281,0.0006266406000004,,,,,,,,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap,0.1,400.0,600.0,[],"[999, 1999]",,,00:00:01,1.4971285999999964,0.0014971285999999,,,,,,,,
